programm_id,nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum,quelle_datei
P-B008,Gaming/Desk Setup,noblechairs,https://ui.awin.com/merchant-profile/39624,Awin (ID 39624),"AT, DE, US, UK, BE, PT, FR, CH, LU, ES, NL","5 % (Programmseite: flat; Verzeichnis EUR-Programm 1,5–5 %, GBP 5 %)",VERIFIED,30 Tage,VERIFIED,'High AOV' (keine Zahl genannt),Ja – 'digitale Content-Ersteller' explizit willkommen,UNKNOWN (nicht explizit genannt),Tracking-Links/Link-Builder im Dashboard,UNKNOWN,"Ja, 11 Länder lt. Programmseite",Awin-Registrierung Voraussetzung; exklusive Deals/Rabatte für Partner.,https://ui.awin.com/merchant-profile/39624 ; https://www.noblechairs.eu/de-at/partnerprogramm/cp_000023.html,2026-09-26,quellen/raw_programs_B.csv
P-B009,Gaming/Desk Setup,Caseking (DE),https://ui.awin.com/merchant-profile/28817,Awin (ID 28817),DE (auch internationale Märkte),Basis 1 %; PC-Systeme 3 %; noblechairs/ThunderX3/Ducky 5 %,VERIFIED,30 Tage,VERIFIED,'Hoher AOV' (keine Zahl genannt),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,Ja (deutsche und internationale Märkte lt. Profil),Niedrige Basisrate für Hardware; Eigenmarken höher verprovisioniert.,https://ui.awin.com/merchant-profile/28817,2026-09-26,quellen/raw_programs_B.csv
P-B010,Gaming/Desk Setup,Herman Miller (US Store),https://store.hermanmiller.com/affiliate-signup.html?lang=en_US,CJ (Commission Junction),US (nur US-Partner zugelassen lt. FAQ),4 % (CJ-Listing im Verzeichnis; offizielle Seite nennt keine Zahl),THIRD-PARTY ESTIMATE,30 Tage (Sekundärquelle),THIRD-PARTY ESTIMATE,"Preisstichprobe: Aeron ab 2.305 USD (store.hermanmiller.com, 2026-09-26)",UNKNOWN (FAQ schließt nur Seiten mit expliziten/gewalttätigen Inhalten aus),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),Ja – Produktdaten-Feeds für zugelassene Partner (FAQ); täglich aktualisierter Katalog lt. Verzeichnis,US,Partner außerhalb der USA derzeit nicht akzeptiert; Banner dürfen nicht verändert werden; separates Gaming-Affiliate-Programm (CJ) in Kooperation mit Logitech G.,https://store.hermanmiller.com/faq-affiliate-program.html?lang=en_US ; https://store.hermanmiller.com/gaming-affiliate-signup?lang=en_US ; https://www.affiliate-marketing.de/partnerprogramme/hermanmiller.com,2026-09-26,quellen/raw_programs_B.csv
P-B011,Gaming/Desk Setup,Herman Miller (UK/DE/FR),UNKNOWN,CJ,"UK, DE, FR",4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,"Nur Verzeichnis-Listing; Widerspruch zur US-FAQ ('nur US-Partner') – vermutlich separate EU-Programme, vor Nutzung prüfen.",https://www.affiliate-marketing.de/partnerprogramme/hermanmiller.com,2026-09-26,quellen/raw_programs_B.csv
P-B012,Gaming/Desk Setup,FlexiSpot UK,https://ui.awin.com/merchant-profile/22506,Awin (ID 22506),UK,4–8 % (gestaffelt),VERIFIED,30 Tage,VERIFIED,"291,69 GBP (Awin-Profil)",UNKNOWN (Cashback + Gutschein-Marketing explizit erlaubt),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,Irland: +100 GBP Versand je Artikel,'Fast commission release'; temporäre Provisionserhöhungen für Top-Partner.,https://ui.awin.com/merchant-profile/22506,2026-09-26,quellen/raw_programs_B.csv
P-B013,Gaming/Desk Setup,FlexiSpot DE,UNKNOWN,ADCELL (DE/AT/LU) und Awin (DE),"DE, AT, LU",ADCELL 1–7 % (gestaffelt); Awin DE 4 %,THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,"246,58 EUR (Verzeichnis)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Zwei parallele Netzwerke in DE; 5 J. Rahmen-/3 J. Motorgarantie als Verkaufsargument.,https://www.affiliate-marketing.de/partnerprogramme/flexispot.de,2026-09-26,quellen/raw_programs_B.csv
P-B014,Gaming/Desk Setup,FlexiSpot US/CA,UNKNOWN,Awin,"US, CA",1–5 %,THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/flexispot.de,2026-09-26,quellen/raw_programs_B.csv
P-B015,Gaming/Desk Setup,Elgato (Corsair),UNKNOWN,Impact (global inkl. DE/UK/US),Global,"Impact-Rate nicht öffentlich; Subnetz SaleGains 3,75 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/elgato.com,2026-09-26,quellen/raw_programs_B.csv
P-B016,Gaming/Desk Setup,Govee (Setup-Beleuchtung),UNKNOWN,Awin (DE); Impact (DE/GB/US u.a.); Subnetze,"DE (Awin), US/UK (Impact)",Awin DE 5–12 %; Impact nicht öffentlich; FlexOffers US 4–8 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,"Hohe Prozente, aber niedriger Einzelpreis der Produkte. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).",https://www.affiliate-marketing.de/partnerprogramme/govee.com,2026-09-26,quellen/raw_programs_B.csv
P-B017,Gaming/Desk Setup,Nanoleaf,UNKNOWN,"UNKNOWN (Direktnetzwerk nicht gelistet); FlexOffers, MCANISM",US; EU (26 Länder via MCANISM),FlexOffers US 8 %; MCANISM 7 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/nanoleaf.me,2026-09-26,quellen/raw_programs_B.csv
P-B018,Gaming/Desk Setup,Orbitkey,UNKNOWN,"UNKNOWN (Direktnetzwerk nicht gelistet); FlexOffers, SaleGains",US,FlexOffers 8 %; SaleGains 6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Nein (lt. Verzeichnis kein Produktfeed),UNKNOWN,Kein SEM lt. Verzeichnis. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/orbitkey.com,2026-09-26,quellen/raw_programs_B.csv
P-B019,Gaming/Desk Setup,Nomad Goods (Desk-/Tech-Zubehör),UNKNOWN,CJ,UNKNOWN (vermutl. US),10 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/nomadgoods.com,2026-09-26,quellen/raw_programs_B.csv
P-B020,Gaming/Desk Setup,Dell,UNKNOWN,CJ (US/UK/DE); Impact (AU/NZ),"US, UK, DE",CJ US Home & Home Office 1–7 %; CJ DE 1 %; CJ UK 1 %; Outlet US 2 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Rate in DE/UK sehr niedrig.,https://www.affiliate-marketing.de/partnerprogramme/dell.com,2026-09-26,quellen/raw_programs_B.csv
P-B021,Gaming/Desk Setup,Lenovo,UNKNOWN,TradeTracker (DE/AT); Impact (40+ Länderprogramme),"DE, AT, US, UK u.a.",TradeTracker DE/AT 4 %; Impact-Raten nicht öffentlich,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,106 Programme im Verzeichnis erfasst.,https://www.affiliate-marketing.de/partnerprogramme/lenovo.com,2026-09-26,quellen/raw_programs_B.csv
P-B022,Gaming/Desk Setup,HP Store,UNKNOWN,Tradedoubler (DE); CJ (US),"DE, US",Tradedoubler DE 4 %; CJ US 1 %; HP All-In Plan CJ 5 %,THIRD-PARTY ESTIMATE,90 Tage (Verzeichnis-Beschreibung),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Langer Cookie; Produktlevel-Tracking lt. Beschreibung.,https://www.affiliate-marketing.de/partnerprogramme/hp.com,2026-09-26,quellen/raw_programs_B.csv
P-B023,Gaming/Desk Setup,Apple Services Performance Partners,https://performance-partners.apple.com/,Partnerize,International ('local market rate'),"Nicht öffentlich ('based on product and local market rate'); nur digitale Services (Apple Music, TV, Podcasts-Abos, Filme, Bücher) – KEINE Hardware",VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Links müssen Affiliate-Token enthalten,UNKNOWN,n/a (digitale Services),Nur 'limited number of partners who can drive volume'; Auszahlung 60–90 Tage. Für Desk-Setup-Hardware ungeeignet.,https://performance-partners.apple.com/,2026-09-26,quellen/raw_programs_B.csv
P-B024,Gaming/Desk Setup,Best Buy (US),https://www.bestbuy.com/site/misc/affiliate-program/pcmcat198500050002.c?id=pcmcat198500050002,Impact,US,"Nicht auf Programmseite genannt; Subnetze 0,4–7,69 %",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Ja – eigener Pfad 'Best Buy Creator' für Social-Media-Creator/Blogs (neben 'Publisher'),UNKNOWN (Creator-Pfad für Social Media; Plattform nicht einzeln genannt),UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,US,Separate AGB für Creator und Publisher; monatliche Auszahlung.,https://www.bestbuy.com/site/misc/affiliate-program/pcmcat198500050002.c?id=pcmcat198500050002 ; https://www.affiliate-marketing.de/partnerprogramme/bestbuy.com,2026-09-26,quellen/raw_programs_B.csv
P-B025,Gaming/Desk Setup,notebooksbilliger.de,UNKNOWN,Awin,"DE, AT",2 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/notebooksbilliger.de,2026-09-26,quellen/raw_programs_B.csv
P-B026,Gaming/Desk Setup,MediaMarkt / Saturn,UNKNOWN,"communicationAds (DE); Awin (AT, CH)","DE, AT, CH","DE: 0,01–90 € fix pro Sale (kategorieabhängig); AT 2,5 %; CH 3,5 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE-Programm mit Fixbeträgen statt Prozent.,https://www.affiliate-marketing.de/partnerprogramme/mediamarkt.de,2026-09-26,quellen/raw_programs_B.csv
P-B027,Gaming/Desk Setup,Currys (UK),https://ui.awin.com/merchant-profile/1599,Awin (ID 1599),UK & IE (ohne Kanalinseln),"Seit 01.08.2025: Editorial/Communities/Content Creators & Influencer 3 %; CSS 2,5 %; Loyalty/Browser/Direct u.a. 2 %; Cashback/Code/Retargeting/Subnetze 1 %; Apple, Mobiles, Konsolen, Digital generell 1 %",VERIFIED,30 Tage,VERIFIED,UNKNOWN,Ja – eigene Stufe 'Content Creators & Influencers' (3 %),UNKNOWN (nicht einzeln genannt),UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – mehrere Datenfeeds täglich,Nur UK & IE,Validierung nach Versand + 30 Tage Rückgabefrist; keine BNPL-Publisher; CSS/CLO nur mit Freigabe; keine Provision auf Wiederverkauf/eBay/Amazon-Store-Käufe.,https://ui.awin.com/merchant-profile/1599,2026-09-26,quellen/raw_programs_B.csv
P-B028,Gaming/Desk Setup,Scan Computers (UK),https://ui.awin.com/merchant-profile/15473,Awin (ID 15473),UK,Basis 1 %; höher je Kategorie/Partnerstatus auf Anfrage,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – aktualisierter Produktfeed (lt. Profil-Beschreibung),UNKNOWN,"Bonus-Kampagnen, Flat-Fee-Optionen; PayPal-Credit-Ratenkauf für Kunden.",https://ui.awin.com/merchant-profile/15473,2026-09-26,quellen/raw_programs_B.csv
P-B029,Gaming/Desk Setup,Overclockers UK,https://ui.awin.com/merchant-profile/28821,Awin (ID 28821),UK,bis 2 %,VERIFIED,30 Tage,VERIFIED,'High AOV' (keine Zahl genannt),"Ja – Programm explizit für 'gamers, creators, and streamers'",UNKNOWN (nicht explizit),UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UK-fokussiert,"8.000+ SKUs (PCs, Komponenten, Gaming-Stühle, Monitore).",https://ui.awin.com/merchant-profile/28821,2026-09-26,quellen/raw_programs_B.csv
P-B030,Gaming/Desk Setup,Argos (UK),UNKNOWN,CJ,UK (& IE),1 % (Verzeichnis); Sekundärquellen 1–3 %,THIRD-PARTY ESTIMATE,30 Tage (Sekundärquelle),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/argos.co.uk ; https://getlasso.co/affiliate/argos/,2026-09-26,quellen/raw_programs_B.csv
P-B031,Tech Gadgets,Samsung (DE),UNKNOWN,Awin,"DE (auch AT, IE, weitere EU-Länder)","Awin DE 2–5 %; AT 1,64–2 %; IE 2 %; skandinavische Programme 8 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,"Kein UK- und kein US-Direktprogramm im Verzeichnis sichtbar (US nur FlexOffers 1,6 %).",https://www.affiliate-marketing.de/partnerprogramme/samsung.com,2026-09-26,quellen/raw_programs_B.csv
P-B032,Tech Gadgets,OnePlus,UNKNOWN,"Nur Subnetze gelistet (CityAds, MyLead, Admitad, SaleGains)","DE, UK/EMEA, US/CA","Subnetze: DE 1,5–3,75 %; US/CA 2,2–3,6 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Direktprogramm/Netzwerk nicht verifiziert. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/oneplus.com,2026-09-26,quellen/raw_programs_B.csv
P-B033,Tech Gadgets,CASETiFY,UNKNOWN,"Impact (190+ Territorien); Awin (US, 'Casetagram Limited')",Global inkl. DE/UK/US,Awin US 10 %; Impact nicht öffentlich; SaleGains DE/AT/CH 6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,International (global gelistet),Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/casetify.com,2026-09-26,quellen/raw_programs_B.csv
P-B034,Tech Gadgets,Peak Design,UNKNOWN,Impact (US/CA),"US, CA",Impact nicht öffentlich; FlexOffers-Subnetz 8 % (Direktrate vermutlich höher),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/peakdesign.com,2026-09-26,quellen/raw_programs_B.csv
P-B035,Tech Gadgets,Belkin,UNKNOWN,"Impact (US/CA, GB, DE/EU, AU)","DE, UK, US","Impact nicht öffentlich; Subnetze DE 2,4–3,2 %, UK 2,4–6,4 %, US bis 10,4 % (FlexOffers)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/belkin.com,2026-09-26,quellen/raw_programs_B.csv
P-B036,Tech Gadgets,Anker,UNKNOWN,Webgains (UK); Rakuten Advertising (US/CA),"UK, US, CA (DE nur via Subnetze)",Webgains UK 5 %; Rakuten nicht öffentlich; Subnetze DE/UK/US 4–6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,26 Programme im Verzeichnis. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/anker.com,2026-09-26,quellen/raw_programs_B.csv
P-B037,Tech Gadgets,UGREEN,UNKNOWN,"Awin (DE, FR, Global/US)","DE, US, FR (UK via Subnetz)","Awin 8 % (DE, Global/US, FR)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/ugreen.com,2026-09-26,quellen/raw_programs_B.csv
P-B038,Tech Gadgets,DJI,UNKNOWN,Impact (US),US (CA/Asien via Subnetze),"Impact nicht öffentlich; Subnetze US/CA 1,5–6 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,DE/UK-Direktprogramm nicht gefunden. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/dji.com,2026-09-26,quellen/raw_programs_B.csv
P-B039,Tech Gadgets,Insta360,https://www.insta360.com/affiliate (403 beim Abruf),UNKNOWN (nur SaleGains im Verzeichnis),Global inkl. DE/UK/US,"SaleGains 0,75–3,38 % (Subnetz)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Direktkonditionen nicht abrufbar. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/insta360.com,2026-09-26,quellen/raw_programs_B.csv
P-B040,Tech Gadgets,GoPro,UNKNOWN,Partnerize (GoPro Global),"DE, UK, US, FR, ES, IT, NL, AU, CA, JP","Partnerize nicht öffentlich; SaleGains 2,81 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,International (10 Länder im Programm),Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/gopro.com,2026-09-26,quellen/raw_programs_B.csv
P-B041,Tech Gadgets,Garmin,UNKNOWN,"CJ (US, EU, UK)","US, EU, UK","2 % (US, EU, UK)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Niedrige Rate trotz hohem Warenwert (Wearables/Outdoor-GPS).,https://www.affiliate-marketing.de/partnerprogramme/garmin.com,2026-09-26,quellen/raw_programs_B.csv
P-B042,Tech Gadgets,Oura,https://ouraring.com/affiliate (Weiterleitung auf partnerships.ouraring.com),Impact (US),US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Partnerportal-Inhalt beim Abruf leer.,https://www.affiliate-marketing.de/partnerprogramme/ouraring.com,2026-09-26,quellen/raw_programs_B.csv
P-B043,Tech Gadgets,WHOOP,UNKNOWN,Impact,"45 Territorien inkl. DE, UK, US",Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,International (45 Territorien),Verzeichnis-Stand 11/2024 (älter).,https://www.affiliate-marketing.de/partnerprogramme/whoop.com,2026-09-26,quellen/raw_programs_B.csv
P-B044,Foto/Audio/Musik,Thomann,https://thomann.clickfire.de/,"Clickfire (Thomann Premium Partner-Programm, in-house)",DE/EU (Programm in DE und EN),"Forum 2 %; Website/Magazin 3,5 %; Influencer 4,5 %; Metanetzwerk 2 %",VERIFIED,14 Tage (alternativ nur Browser-Session),VERIFIED,UNKNOWN (Ø-Konversionsrate ca. 5 % lt. Programmseite),"Ja, aber Mindestreichweite: Social Media ab 5.000 Followern; Websites ab 500 Unique Visits/Tag","Ja (Social-Media-Präsenzen), ab 5.000 Followern",Ja – Links mit Zusatzcode; Produkt-Widget verfügbar,Produkt-Widget; Feed UNKNOWN,UNKNOWN (nicht geprüft),Freischaltung i.d.R. binnen 24 h; 116.000+ Produkte; 30 Tage Money-back für Kunden. Mindest-Followerzahl ist Hürde für neue Theme-Pages.,https://thomann.clickfire.de/ ; https://www.thomann.de/de/faq_question_wie_werde_ich_thomann_affiliate_partner.html,2026-09-26,quellen/raw_programs_B.csv
P-B045,Foto/Audio/Musik,Gear4music (UK),https://ui.awin.com/merchant-profile/1117,Awin (ID 1117; managed by 26pmx),"UK (weitere Programme IE, BE u.a.)",Nicht im Profil genannt ('competitive'),UNKNOWN,30 Tage,VERIFIED,UNKNOWN,"UNKNOWN (nicht genannt; KEINE Cashback-, Gutschein-, Incentive- oder CSS-Partner)",UNKNOWN,Ja – eigene Textlinks ohne Freigabe erlaubt,Ja – umfassender Datenfeed (60.000+ Produkte),UNKNOWN,Transaktionen 60 Tage pending (Retouren); kein Brand-Bidding/Google Shopping; Publisher mit aktiven Google/Microsoft-Ads werden abgelehnt.,https://ui.awin.com/merchant-profile/1117,2026-09-26,quellen/raw_programs_B.csv
P-B046,Foto/Audio/Musik,B&H Photo Video (US),https://www.bhphotovideo.com/find/shared/affiliates.jsp (403 beim Abruf),In-house (eigenes B&H-Affiliate-Portal),US,"2 % Basis; 8 % auf 3.000+ Produkte ausgewählter Marken (u.a. Bose, Audioengine, Vello); Ø ca. 3,5 %",THIRD-PARTY ESTIMATE,60 Stunden (Sekundärquellen; teils 30 Tage genannt – widersprüchlich),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Mindestauszahlung 80 USD (Sekundärquelle).,https://geniuslink.com/blog/bh-photo-affiliate-program/ ; https://getlasso.co/affiliate/bh-photo-video/,2026-09-26,quellen/raw_programs_B.csv
P-B047,Foto/Audio/Musik,Adorama (US),https://www.adorama.com/api/getContent?contentName=affiliate_faq&output=desktop,Impact,US (Bewerber aus Nexus-Staaten ggf. abgelehnt),2 % Standard; höhere Stufen für Top-Performer,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Auszahlung 45 Tage nach Versand; Retouren innerhalb 45 Tagen = keine Provision; ohne Steuern/Versand.,https://www.adorama.com/api/getContent?contentName=affiliate_faq&output=desktop,2026-09-26,quellen/raw_programs_B.csv
P-B048,Foto/Audio/Musik,Wex Photo Video (UK),https://www.wexphotovideo.com/about-us/wex-affiliate-programme/ (403 beim Abruf),Impact (lt. Sekundärquelle; früher Awin ID 2298),UK,"1,5 % Standard, höher je Produktgruppe",THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,Eingeschränkt: exklusive E-Mail-Codes dürfen nicht auf Social Media geteilt werden (Awin-AGB),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Nur über das Netzwerk bereitgestellte Gutscheincodes erlaubt.,https://www.flexoffers.com/affiliate-programs/wex-photographic-affiliate-program/ ; https://ui.awin.com/merchant-profile-terms/2298,2026-09-26,quellen/raw_programs_B.csv
