shortcode,handle,views,views_text,topics,caption,url,source,topic_index,topic_pct,n_topics,topic_groups,primary_group,posted_at_utc,post_year,age_days,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,followers,followers_source,vpf,tier,likes_per_view,comments_per_view,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,location_any,status_views,status_followers,status_codes,caption_len_bucket,hashtag_bucket,follower_bucket,acct_pct,acct_rel,class
DMatfy7RaBr,harmosai,468000.0,468K,saudi-arabia-architecture,"Saudi Arabia's real estate market is booming, driven by Vision 2030. Discover incredible investment opportu",https://www.instagram.com/reel/DMatfy7RaBr/,https://www.instagram.com/popular/saudi-arabia-architecture/,1.2413793103448276,0.5833333333333334,1,location,location,2025-07-22T16:49:14.575000+00:00,2025,429,16,Tue,ok,ok,reel,57K followers,57000.0,3672.0,31167.0,236.0,329,7,False,0,0,False,False,"Saudi Arabia's real estate market is booming, driven by Vision 2030.  Discover incredible investment opportunities and luxurious properties across Riyadh, Jeddah, and the Kingdom's visionary new cities. Your future begins here!  #SaudiRealEstate #Vision2030 #LuxuryProperty #InvestInKSA #RiyadhHomes #JeddahProperty #FutureCities",cover-v2-embed,cover_r03_034.json,exterior_facade,villa,desert,futuristic,dark_luxury,cool,dark,blue_hour,False,False,,stylized_dreamy,ai_generated,"AI-typical look: smeared, indistinct furniture and interior detail, too-perfect continuous LED contour lines; account name harmosai; caption does not disclose AI",low,high,"LED-traced, wave-shaped black villa above a glittering desert city at dusk reads as a futuristic dream home.",descriptive,"Saudi Arabia's real estate market is booming, driven by Vision 2030.",none,"Saudi Arabia (Riyadh, Jeddah)",,False,ai_creator,en,exterior_facade;terrace_outdoor;pool,black;grey;gold;blue,concrete;glass;water;plants,city_lights,exterior_reveal;unusual_architecture;pool,57000.0,embed_reel,8.210526315789474,4_VIRAL,0.06659615384615385,0.0005042735042735043,0.00757211152821895,1090.909090909091,0.29926417550202755,1.9918846072120782,Saudi/Qatar/Gulf,Saudi/Qatar/Gulf,Saudi/Qatar/Gulf,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,0.5714285714285714,1.0,middle
DVl4FLoiNZw,luxuryhouseview,461000.0,461K,futuristic-home;luxury-homes;luxury-house-tour;luxury-interior;luxury-interior-design;luxury-penthouse;modern-luxury-house-interiors;modern-villa,"Living in a masterpiece of light, space, and luxury💥💎✨. #LuxuryHome #ModernVilla #Dream",https://www.instagram.com/reel/DVl4FLoiNZw/,https://www.instagram.com/popular/luxury-interior/,1.64349376114082,0.8333333333333334,8,future_arch;interior_generic;luxury_home,future_arch,2026-03-07T17:35:55.306000+00:00,2026,201,17,Sat,ok,ok,reel,389K followers,389000.0,961.0,18696.0,111.0,120,5,False,3,0,False,False,"Living in a masterpiece of light, space, and luxury💥💎✨. #LuxuryHome #ModernVilla #DreamHome #LuxuryLiving #interiordesig",cover-v2-embed,cover_r00_010.json,living_room,villa,none,modern_luxury,warm_luxury,warm,medium,night_artificial,False,False,@LuxuryHouse,aspirational_realistic,3d_render,"CG render look: flawless mirror-gloss marble reflections, perfectly even cove lighting, sparkle particles over the windows",medium,medium,"Glossy double-height living room with gold-veined marble floor, sculptural curved stair and crystal chandeliers against a dusk sky.",aspirational,"Living in a masterpiece of light, space, and luxury💥💎✨. #LuxuryHome #ModernVilla #DreamHome #LuxuryLiving #interiordesig",none,,,False,theme_page,en,living_room;stairs_hall,beige;white;brown;black,marble;glass;leather;wood;metal;fabric;plants,stars,dramatic_scale,389000.0,embed_reel,1.1850899742930592,2_GOOD,0.04055531453362256,0.0002407809110629067,0.005937098844672657,2293.532338308458,0.18362324693432228,1.5262414601596563,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,100k-500k,0.7,2.9177215189873418,middle
DUSRO7GAIke,facade_designn,461000.0,461K,house-on-cliff,🏛️Luxury cliffside villa with breathtaking ocean views 🌊✨ 🏠A modern architectural masterpiece,https://www.instagram.com/reel/DUSRO7GAIke/,https://www.instagram.com/popular/house-on-cliff/,2039.8230088495575,1.0,1,unusual_home,unusual_home,2026-02-03T06:19:30.021000+00:00,2026,233,6,Tue,ok,ok,reel,47K followers,47000.0,237.0,3253.0,25.0,342,5,False,5,0,False,False,"🏛️Luxury cliffside villa with breathtaking ocean views 🌊✨  🏠A modern architectural masterpiece featuring an infinity pool, panoramic terraces, and ultimate seaside living.  🏗️Perfect inspiration for luxury real estate, dream homes, and coastal lifestyle lovers.  #architecture #modernarchitecture #architecturephotography #design #housedesign",cover-v2-embed,cover_r13_156.json,exterior_facade,villa,cliff,modern_luxury,mediterranean,cool,bright,daylight,False,True,,aspirational_realistic,ai_generated,"hyper-clean oversaturated image with repetitive terrace geometry and slightly malformed parked cars, typical AI look; not disclosed in caption",low,high,"Sweeping aerial of a tiered white cliffside villa with infinity pool above the sea, with a circular face-photo inset of an older man in glasses implying a famous owner.",descriptive,🏛️Luxury cliffside villa with breathtaking ocean views 🌊✨,none,,,False,theme_page,en,exterior_facade;pool;terrace_outdoor;garden_landscape,blue;white;green;beige,glass;concrete;plants;water;natural_stone,ocean_waves,exterior_reveal;pool;view_reveal;dramatic_scale;person,47000.0,embed_reel,9.808510638297872,4_VIRAL,0.007056399132321041,5.422993492407809e-05,0.00768521364893944,1978.5407725321888,1.6841830009638998,48.326239397457684,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,0.3333333333333333,0.6799410029498525,bottom50
DWjLuOqjin8,wayup_media,448000.0,448K,futuristic-house;ultra-modern-luxury-house-design,"This home has been nominated for Home of the Year! If you think it should win, check out @azdarchitects & @nastructures",https://www.instagram.com/reel/DWjLuOqjin8/,https://www.instagram.com/popular/futuristic-house/,1.1576227390180878,0.6666666666666666,2,future_arch;luxury_home,future_arch,2026-03-31T13:01:13.390000+00:00,2026,177,13,Tue,ok,ok,reel,941K followers,941000.0,3170.0,23949.0,261.0,421,4,False,0,7,False,False,"This home has been nominated for Home of the Year! If you think it should win, check out @azdarchitects & @nastructures bio and vote entry #19  Ultra luxury design, insane backyard, and even a car lift in the garage.  Home Architect: @azdarchitects Offsite Fabricated Framing: @nastructures Landscape Architect: @mosher_design Drone: @takeoffdroneproductions @imagesbycc  #architecture #modernhomedesign #luxuryrealestate",cover-v2-embed,cover_r08_094.json,exterior_facade,mansion,forest,modern_luxury,,neutral,medium,blue_hour,False,False,Nominated For: HOME OF THE YEAR,real_existing,real_footage,"real drone footage (caption credits drone operators), natural dusk light and autumn foliage",medium,high,"Dusk drone view of a sprawling modern mansion with a lit pool, fire pits and outdoor lounges in an autumn forest, framed by 'Home of the Year' award text.",status,"This home has been nominated for Home of the Year! If you think it should win, check out @azdarchitects & @nastructures ",link_in_bio,,,False,media_publication,en,exterior_facade;pool;terrace_outdoor;garden_landscape,green;brown;white;blue,glass;concrete;water;plants;fire,none,text_overlay;exterior_reveal;pool;dramatic_scale,941000.0,embed_reel,0.4760892667375133,1_NORMAL,0.053457589285714285,0.0005825892857142857,0.010898158586997369,2531.0734463276835,0.16468882005717078,1.4611298730070237,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.3333333333333333,0.14688524590163934,bottom50
DMfmp0gScp0,naturesms,440000.0,440K,futuristic-architecture-designs-2026,Architectural design that integrates into nature. #artchitectural #design #explore,https://www.instagram.com/reel/DMfmp0gScp0/,https://www.instagram.com/popular/futuristic-architecture-designs-2026/,4.695837780149413,0.9166666666666666,1,future_arch,future_arch,2025-07-24T14:25:38.841000+00:00,2025,427,14,Thu,ok,ok,reel,10M followers,10000000.0,3511.0,17805.0,219.0,82,3,False,0,0,False,False,Architectural design that integrates into nature. #artchitectural #design #explore,cover-v2-embed,cover_r12_136.json,other,unusual_structure,cliff,futuristic,biophilic,cool,medium,mixed,False,True,,stylized_dreamy,ai_generated,"concept-visualization look typical of AI architecture imagery: implausible terraced city under a huge rock overhang, soft indistinct distant figures; no AI disclosure in caption",low,high,"Terraced glass-fronted buildings lining a tree-lined canal inside a vast rock canyon, with tiny pedestrians emphasizing the scale.",descriptive,Architectural design that integrates into nature. #artchitectural #design #explore,none,,,False,theme_page,en,exterior_facade;garden_landscape,grey;green;white;black,natural_stone;water;plants;glass;concrete,none,unusual_architecture;dramatic_scale;water_feature,10000000.0,embed_reel,0.044,1_NORMAL,0.040465909090909094,0.0004977272727272727,0.012299915754001686,1030.4449648711943,-0.1299708264668067,0.7413600401499206,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,1-3,1M+,0.75,1.1398963730569949,middle
DMHorJyNrHH,naturesms,438000.0,438K,forest-house,Who would you most like to live with in such a quiet and romantic forest villa. #naturesms,https://www.instagram.com/reel/DMHorJyNrHH/,https://www.instagram.com/popular/forest-house/,1.6559546313799622,0.6666666666666666,1,unusual_home,unusual_home,2025-07-15T07:01:31.965000+00:00,2025,436,7,Tue,ok,ok,reel,10M followers,10000000.0,3511.0,23774.0,105.0,90,1,False,0,0,False,True,Who would you most like to live with in such a quiet and romantic forest villa. #naturesms,cover-v2-embed,cover_r13_151.json,living_room,villa,mountain,dark_luxury,biophilic,neutral,dark,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI composition: supercars parked on a raised indoor platform beside the sofa, open-air living room merging into rainy forested gorge, smoothed textures; no disclosure",low,high,Moody open living room with grey leather sofas and in-home supercar display opening onto a rain-soaked forested mountain valley.,question,Who would you most like to live with in such a quiet and romantic forest villa. #naturesms,question_engagement,,,False,theme_page,en,living_room;other;terrace_outdoor,grey;green;brown;black,leather;glass;natural_stone;wood;plants,rain,view_reveal;dramatic_scale,10000000.0,embed_reel,0.0438,1_NORMAL,0.05427853881278539,0.00023972602739726027,0.004416589551611004,1004.5871559633027,-0.4276915239981617,0.37351536866510443,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,1-3,1M+,0.625,1.1347150259067358,middle
DThYGKkEokC,styltechinterior_official,405000.0,405K,luxury-kitchen,This Kitchen Looks Luxury on Another Level 😍🔥,https://www.instagram.com/reel/DThYGKkEokC/,https://www.instagram.com/popular/luxury-kitchen/,0.5680224403927069,0.4166666666666667,1,luxury_room,luxury_room,2026-01-15T06:36:41.121000+00:00,2026,252,6,Thu,ok,ok,reel,201K followers,201000.0,1199.0,5047.0,30.0,45,0,False,2,0,False,False,This Kitchen Looks Luxury on Another Level 😍🔥,cover-v2-embed,cover_p1a_000.json,kitchen,none_visible,none,modern_luxury,minimalist,neutral,medium,night_artificial,False,False,,real_existing,real_footage,"handheld phone-video look with compression noise, real branded appliances and reflections",high,medium,Glossy white handleless kitchen with smoked-glass LED-lit upper cabinets and black sink/faucet; ordinary phone walkthrough framing.,aspirational,This Kitchen Looks Luxury on Another Level 😍🔥,none,,,False,designer_studio,en,kitchen,white;black;grey;gold,marble;glass;metal,none,none,201000.0,embed_reel,2.014925373134328,3_VERY_GOOD,0.012461728395061728,7.407407407407407e-05,0.005944125222904696,1607.142857142857,-0.41643450683968203,0.3833235426020042,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1-50,0,100k-500k,0.6,1.0,middle
DacKAUwPv5s,roxy_carretero,397000.0,397K,living-room-decor,"Follow & Comment ""SHOP"" for links 🔗💌 Ever 🙂‍↔️ 🤍 Let me know if you're like me !!",https://www.instagram.com/reel/DacKAUwPv5s/,https://www.instagram.com/popular/living-room-decor/,0.634185303514377,0.36363636363636365,1,room_generic,room_generic,2026-07-06T05:37:06.617000+00:00,2026,80,5,Mon,ok,ok,reel,54K followers,54000.0,525.0,10476.0,170.0,212,5,False,4,0,False,True,"Follow & Comment ""SHOP"" for links 🔗💌  Ever 🙂‍↔️ 🤍 Let me know if you're like me !!  #homedecor #interiordesign #livingroomdecor #homeinspo #interiorinspo cozyhome modernhome neutraldecor homestyling homeaesthetic",cover-v2-embed,cover_q5_029.json,living_room,apartment,none,organic_modern,,warm,medium,night_artificial,False,False,,real_existing,real_footage,"phone-camera photo of an ordinary room: textured popcorn ceiling, visible sensor noise, realistic fabric wrinkles and imperfect curtain hang",high,medium,"Cozy warm-lit neutral living room with cream cloud-style sectional, travertine drum side tables, olive tree and linen curtains - relatable, shoppable styling rather than a dramatic hook.",promotional,"Follow & Comment ""SHOP"" for links 🔗💌",comment_keyword,,,False,lifestyle_influencer,en,living_room,cream;beige;amber;brown,fabric;natural_stone;plants;metal;wood,none,none,54000.0,embed_reel,7.351851851851852,4_VIRAL,0.026387909319899244,0.0004282115869017632,0.016227567773959527,4962.5,0.025569130118801534,1.060642755908438,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,0.4,0.5890207715133531,bottom50
DLw-wW0NBEY,miladeshtiyaghi,381000.0,381K,desert-modern-house-tours;futuristic-house,Modern Hillside House 🌿🏡 Architecture & Interior designer: @miladeshtiyaghi This project reflects my vision of minimal,https://www.instagram.com/reel/DLw-wW0NBEY/,https://www.instagram.com/popular/futuristic-house/,8.02950474183351,0.75,2,future_arch;unusual_home,unusual_home,2025-07-06T11:51:56.993000+00:00,2025,445,11,Sun,ok,ok,reel,642K followers,642000.0,1709.0,,284.0,662,10,False,2,1,False,False,"Modern Hillside House 🌿🏡 Architecture & Interior designer: @miladeshtiyaghi  This project reflects my vision of minimalist, grounded luxury—where architecture feels weightless and nature leads the design. Elevated above the terrain, the villa blends clean geometry with soft lighting, an infinity pool, and open glazing that frames the landscape like living art.  Inside, the palette is quiet and warm—neutral tones, natural textures, and sculptural furniture designed for stillness and clarity. A home meant not just for living, but for being.  #Architecture #InteriorDesign #Minimalism #LuxuryLiving #luxury #losangeles #billionaire #millionaire #house #معماری",cover-v2-embed,cover_r06_070.json,exterior_facade,villa,mountain,modern_luxury,minimalist,cool,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,"Midjourney-style aerial: over-perfect dusk glow, illogical stacked pool/terrace geometry, furniture rendered as soft blobs; caption presents it as the account's own design, no AI disclosure",low,high,Drone-style dusk view of a sprawling glass-and-white hillside villa with lit infinity pools above a glittering valley of city lights and mountains.,descriptive,Modern Hillside House 🌿🏡,none,Los Angeles (hashtag #losangeles),,False,designer_studio,en,exterior_facade;pool;terrace_outdoor;living_room,white;blue;orange;green,glass;concrete;water;plants,city_lights,exterior_reveal;pool;dramatic_scale,642000.0,embed_reel,0.5934579439252337,2_GOOD,,0.0007454068241469817,,856.1797752808989,0.23519976326375946,1.718698758525615,Los Angeles/California,,Los Angeles/California,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.6,1.0,middle
DXeZzzbjsOp,wayup_media,380000.0,380K,luxury-homes;luxury-mansion,"I think I found my dream home… The backyard features a sports court, pool, and spa. Throughout the interior of the home you'll find Versace tile, artf",https://www.instagram.com/reel/DXeZzzbjsOp/,https://www.instagram.com/popular/luxury-homes/,0.9036860879904876,0.5,2,luxury_home,luxury_home,2026-04-23T12:59:30.576000+00:00,2026,154,12,Thu,ok,ok,reel,942K followers,942000.0,3170.0,25315.0,185.0,318,3,False,0,3,False,False,"I think I found my dream home… The backyard features a sports court, pool, and spa. Throughout the interior of the home you'll find Versace tile, artful moss walls, and a level of detail you don't see everyday  Agents: @tushar_vakhariya & @renee_lossia_acho FPV Drone Pilot: @t_fairbanks  #luxury #realestate #michigan",cover-v2-embed,cover_r04_054.json,exterior_facade,mansion,none,modern_luxury,,cool,medium,blue_hour,False,False,The Front VS The Back,real_existing,real_footage,real FPV drone footage with motion blur on the driveway; caption credits listing agents and FPV drone pilot,low,high,"Symmetrical white mansion with dark hip roofs at dusk seen down a long driveway, framed by a 'The Front VS The Back' comparison hook.",aspirational,I think I found my dream home…,none,Michigan (hashtag),,False,media_publication,en,exterior_facade;garden_landscape,blue;white;grey;green,concrete;plaster;glass;plants,none,text_overlay;exterior_reveal,942000.0,embed_reel,0.4033970276008493,1_NORMAL,0.06661842105263158,0.0004868421052631579,0.0073079202054118116,2467.5324675324673,-0.40640339051211727,0.39228040001697706,Other,,Other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,1-3,500k-1M,0.25,0.12459016393442623,bottom50
DVKk1NDCOjL,divaa.finds,365000.0,365K,dream-room,"Every girl's dream 💗🛏️✨ A room that feels soft, cozy, and a little magical where everything is pink",https://www.instagram.com/reel/DVKk1NDCOjL/,https://www.instagram.com/popular/dream-room/,0.10428571428571429,0.3333333333333333,1,fantasy_dream,fantasy_dream,2026-02-25T03:08:13.279000+00:00,2026,211,3,Wed,ok,ok,reel,764K followers,764000.0,1203.0,32697.0,93.0,547,5,False,10,0,False,False,"Every girl's dream 💗🛏️✨ A room that feels soft, cozy, and a little magical where everything is pink, organized, and glowing just right. The kind of space that makes you excited to come home every single day 🤍  🎀 A dreamy vanity setup 🛏️ Fluffy bedding you never want to leave 💡 Soft lights that make the whole room glow 💖 Little details that make it feel like your world  Because every girl deserves a space that feels this special ✨ Comment ""dream"" if you want links to my setup 💕  Tags: #dreamroom #girlyroom #pinkroom #aestheticroom #divaafinds",cover-v2-embed,cover_r00_004.json,bedroom,none_visible,none,glam_feminine,,cool,medium,night_artificial,False,False,every girl's dream.,real_existing,real_footage,real phone footage of a vanity corner with purple LED strip glow,high,medium,Purple LED-strip glow over a white drawer desk and Hollywood bulb mirror sells an attainable 'every girl's dream' vanity setup.,aspirational,Every girl's dream 💗🛏️✨,comment_keyword,,,False,lifestyle_influencer,en,bedroom,purple;white;grey,fabric;glass;metal,none,text_overlay,764000.0,embed_reel,0.47774869109947643,1_NORMAL,0.08958082191780822,0.0002547945205479452,0.0028442976419855034,1729.8578199052133,-0.5537770857288704,0.2793977563482996,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.2,0.24333333333333335,bottom50
DTf1j0ZgTLk,luxurydreamhub,365000.0,365K,luxury-modern-beautiful-house,Modern luxury at its finest. ✨🏙️ #interiordesign #luxuryhomes #homedecor #modernliving #aesth,https://www.instagram.com/reel/DTf1j0ZgTLk/,https://www.instagram.com/popular/luxury-modern-beautiful-house/,1.483739837398374,0.5833333333333334,1,luxury_home,luxury_home,2026-01-14T16:15:39.532000+00:00,2026,253,16,Wed,ok,ok,reel,1M followers,1000000.0,1144.0,12014.0,65.0,97,5,False,2,0,False,False,Modern luxury at its finest. ✨🏙️ #interiordesign #luxuryhomes #homedecor #modernliving #aesthetic,cover-v2-embed,cover_r13_147.json,exterior_facade,villa,none,modern_luxury,minimalist,neutral,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,idealized render-like aerial with overly smooth surfaces and soft AI-typical foliage; not disclosed in caption,low,high,"Elevated dusk view of a multi-level white-and-black modern villa with lit interiors, rooftop pool over the garage and a sweeping curved driveway.",aspirational,Modern luxury at its finest. ✨🏙️ #interiordesign #luxuryhomes #homedecor #modernliving #aesthetic,none,,,False,theme_page,en,exterior_facade;living_room;bedroom;garden_landscape,white;black;green;grey,glass;concrete;plaster;plants;water,none,exterior_reveal;water_feature,1000000.0,embed_reel,0.365,1_NORMAL,0.032915068493150686,0.00017808219178082192,0.0054103545863159646,1442.687747035573,-0.18265912074591745,0.6566604791814342,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,500k-1M,0.4375,0.42026482440990215,bottom50
DXNO5bbDWVp,roomify.design,353000.0,353K,bedroom-design,"Day 5 of styling the same house… and this one might be my favorite 🤍 Search: modern luxury bedroom design From an empty room to a calm, high-end bedro",https://www.instagram.com/reel/DXNO5bbDWVp/,https://www.instagram.com/popular/bedroom-design/,0.3767342582710779,0.3333333333333333,1,room_generic,room_generic,2026-04-16T20:57:04.143000+00:00,2026,161,20,Thu,ok,ok,reel,62K followers,62000.0,152.0,3738.0,1991.0,528,5,True,4,0,False,True,"Day 5 of styling the same house… and this one might be my favorite 🤍  Search: modern luxury bedroom design  From an empty room to a calm, high-end bedroom — this is what happens when you keep it neutral, layered, and intentional.  Soft textures, warm light, and clean symmetry = timeless luxury ✨  🛍️ Want this exact bedroom setup? Comment ""BEDROOM"" and I'll send you all the pieces (Wayfair links included)  Save this for your dream bedroom 🤍 #bedroomdesign #luxuryinteriors #modernbedrooms #homedecorideas #interiordesigninspo",cover-v2-embed,cover_q1_007.json,bedroom,house,none,modern_luxury,organic_modern,warm,bright,golden_hour,False,False,,aspirational_realistic,ai_generated,"overly smooth render-like surfaces, idealized golden glow and perfect symmetry typical of AI image generation; 'empty room to' staging series",high,high,"Symmetrical warm-lit neutral bedroom with channel headboard, arched mirrors, chunky knit rug and sage pillows bathed in golden light.",curiosity,Day 5 of styling the same house… and this one might be my favorite 🤍,comment_keyword,,,False,ai_creator,en,bedroom,beige;white;green;gold,wood;fabric;glass;metal;plants,none,bed_focus,62000.0,embed_reel,5.693548387096774,4_VIRAL,0.010589235127478754,0.005640226628895184,0.5326377742108079,2192.5465838509317,-0.24462791771089523,0.5693405050714928,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,10k-100k,0.7142857142857143,1.0474777448071217,middle
DUqNpOZDtdX,wayup_media,348000.0,348K,luxury-house-tour;mansion-tour,Should we do more house tours with an FPV drone? This home has major curb appeal with a fire feature a,https://www.instagram.com/reel/DUqNpOZDtdX/,https://www.instagram.com/popular/luxury-house-tour/,1.0909090909090908,0.5833333333333334,2,luxury_home,luxury_home,2026-02-12T13:29:54.699000+00:00,2026,224,13,Thu,ok,ok,reel,941K followers,941000.0,3170.0,22751.0,205.0,388,3,True,0,5,False,False,"Should we do more house tours with an FPV drone?  This home has major curb appeal with a fire feature at the entry, plus a backyard with a pool and spa that makes you want summer to start early.  Builder: @sapphireluxuryhomes Landscaping: @sapphirelandscaping Agent: @realtysolutionsofmi Home Automation: @intellitech_mi FPV Drone Pilot: @t_fairbanks  #luxury #mansion #michiganrealestate",cover-v2-embed,cover_r02_028.json,exterior_facade,mansion,none,mediterranean,modern_luxury,cool,medium,blue_hour,False,False,"We flew a drone inside this home
Was it worth it? 😰",real_existing,real_footage,"real FPV drone footage with fisheye edge distortion; caption credits builder, agent and drone pilot",low,high,"Dusk FPV-drone view of a lit white estate with a fire-feature drive, plus a question overlay promising an indoor fly-through.",question,Should we do more house tours with an FPV drone?,question_engagement,Michigan,,False,media_publication,en,exterior_facade;garden_landscape,blue;green;white;yellow,plaster;glass;plants;fire,fireplace,text_overlay;exterior_reveal,941000.0,embed_reel,0.3698193411264612,1_NORMAL,0.06537643678160919,0.000589080459770115,0.009010592940969628,1553.5714285714287,-0.07075182035366712,0.8496658819366342,Other,,Other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,1-3,500k-1M,0.16666666666666666,0.11409836065573771,bottom50
DU_6TszDUU9,roomify.design,337000.0,337K,virtual-staging,"Soft, warm, and everything you need🤍🧡 #luxurylivingrooms #virtualstaging #interiortransformation #beforeafter #realestate",https://www.instagram.com/reel/DU_6TszDUU9/,https://www.instagram.com/popular/virtual-staging/,43.986164589179666,1.0,1,ai,ai,2026-02-20T23:44:14.399000+00:00,2026,216,23,Fri,ok,ok,reel,62K followers,62000.0,152.0,3039.0,73.0,121,5,False,2,0,False,False,"Soft, warm, and everything you need🤍🧡 #luxurylivingrooms #virtualstaging #interiortransformation #beforeafter #realestate",cover-v2-embed,cover_r02_028.json,living_room,house,none,organic_modern,warm_luxury,warm,medium,golden_hour,True,False,,aspirational_realistic,ai_generated,caption tags #virtualstaging; overly smooth idealized textures and glowing sunset typical of AI staging (not explicitly disclosed),high,high,"Cream boucle sectional and chunky wood coffee table glowing in golden-hour light, a very shoppable cozy-luxury living room.",aspirational,"Soft, warm, and everything you need🤍🧡 #luxurylivingrooms #virtualstaging #interiortransformation #beforeafter #realestat",none,,,False,designer_studio,en,living_room;kitchen,beige;white;brown;orange,wood;fabric;marble;glass;metal,none,view_reveal,62000.0,embed_reel,5.435483870967742,4_VIRAL,0.00901780415430267,0.0002166172106824926,0.024021059559065482,1560.1851851851852,1.1665323283690392,14.673453102968278,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,10k-100k,0.5714285714285714,1.0,middle
C_0p78vSxYJ,naturesms,334000.0,334K,indoor-pool,,https://www.instagram.com/reel/C_0p78vSxYJ/,https://www.instagram.com/popular/indoor-pool/,1.237037037037037,0.5833333333333334,1,pool,pool,2024-09-12T15:50:15.863000+00:00,2024,742,15,Thu,ok,ok,reel,10M followers,10000000.0,3511.0,12065.0,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r03_044.json,living_room,villa,jungle_tropical,tropical,biophilic,warm,medium,overcast_rain,True,False,,stylized_dreamy,ai_generated,"AI-typical idealized image: soft uniform detail, warped small objects and repeated cushions; no disclosure",medium,high,"Glass-roofed lounge with beige sofas on a wood deck beside a pool, open to misty rainforest.",none,,none,,,False,theme_page,,living_room;pool;terrace_outdoor,beige;brown;green;grey,wood;glass;metal;fabric;water;plants,rain;fog,pool;view_reveal,10000000.0,embed_reel,0.0334,1_NORMAL,0.03612275449101796,,,450.13477088948787,-0.56679313940986,0.2711482841895487,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),0,0,1M+,0.5,0.8652849740932642,bottom50
