handle,instagram_url,followers,followers_status,posts,posts_status,display_name,niche_focus,account_type,group,content_mode_AI_real_mixed,content_mode_status,reels_in_sample,median_reel_views_sample,mean_reel_views_sample,top_reel_views_seen,views_status,median_views_per_follower,max_views_per_follower,median_likes_per_view,median_comments_per_view,engagement_status,posting_freq_per_week_upper_bound,posting_freq_status,earliest_known_post,account_age_status,bio,bio_source,cta_pattern,external_links,link_in_bio_offers,has_affiliate,has_brand_deals,has_shop,has_services,has_digital_products,has_newsletter,has_other_monetization,has_brand_contact,brand_deals_seen,monetization_status,deep_profiled,top_reel_url,topics,profile_json,source
olena_prykhodko_design,https://www.instagram.com/olena_prykhodko_design/,308000.0,"VERIFIED (embed page, rounded, 2026-09-25)",434.0,VERIFIED (embed page),Olena Prykhodko,"English-language home inspiration from a self-described California designer: listicles on colour combinations and styles (same room in many styles), kitchens, bedrooms, 'looks expensive' upgrades and holiday decor",designer_studio,A designer/3D studio,unknown,UNKNOWN,3,1000000.0,1050666.6666666667,1700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",3.2467532467532467,5.51948051948052,0.01808849557522124,0.00014601769911504425,VERIFIED inputs (embed likes/comments + topic views); ratio computed,12.5,ESTIMATED upper bound = posts / days since earliest known post,2026-01-24,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Ideas & inspiration for your home ✨ Interior design, décor hacks & modern aesthetics. By Olena Prykhodko — designer in California 🪶","Threads public profile https://www.threads.com/@olena_prykhodko_design (WebFetch 2026-09-25; text passed on by the fetch tool's summarizer, so treat it as near-verbatim). This is the THREADS bio. The Instagram bio itself was NOT seen: the search budget was used up and instagram.com was not fetched. The Threads profile links only to instagram.com/olena_prykhodko_design. Profile topic tags shown on Threads: 'Interior Design', 'Home Decor', 'AI Threads'.","The first caption line is a headline-style hook ('Stop Guessing Your Bedroom Colors — 5 Luxury Combos That Always Work', '10 Kitchen Colors That Instantly Look Expensive', 'Choose Your Interior Style | From Construction to Design Transformation'), followed by a 2-3 line explainer, a choice question ('Which style would you choose?'; Threads: 'Which one would you choose for your home this Christmas? 1, 2, 3, 4 or 5? 👇', 'Which idea would you try first?', 'Would you keep the tree or change the design?') and 3-5 CamelCase hashtags (#InteriorDesign #HomeRenovation #Architecture). No link, DM or shop CTA was seen.",,,False,False,False,True,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DT52mBdgXiF/,bedroom-design;kitchen-inspiration;scandinavian-interior-design-styles,data/raw/accounts/profile_olena_prykhodko_design.json,topic-page sample + embed pages + deep profile
paulmarkkitchens,https://www.instagram.com/paulmarkkitchens/,304000.0,"VERIFIED (embed page, rounded, 2026-09-25)",865.0,VERIFIED (embed page),Paul Mark Kitchens,"UK (Maidenhead, Berkshire) kitchen design-supply-fit firm (Ballerina kitchens). It goes viral with outdoor kitchen / BBQ pod reveal reels and sells its own PMK Pods and BlackBull grills.",contractor_trade,trade,real,ESTIMATED (profile evidence / AI-assisted cover coding),3,68350000.0,68350000.0,135000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",224.83552631578948,444.078947368421,0.021192245751633986,0.00016903856209150327,VERIFIED inputs (embed likes/comments + topic views); ratio computed,8.5,ESTIMATED upper bound = posts / days since earliest known post,2024-10-15,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",Design | Supply | Fit your dream kitchen both indoor and outdoor PMK PODS | Black Bull Grill UK,"Linktree https://linktr.ee/paulmarkkitchens (WebFetch 2026-09-25). This is the LINKTREE bio. The Instagram bio itself was NOT seen: the search budget was used up, instagram.com was not fetched, and Threads https://www.threads.com/@paulmarkkitchens returned only a login wall/footer. The display name comes from the Linktree page title 'Paul Mark Kitchens Official: TikTok, Instagram, Facebook | Linktree' and its social-icon labels. The Instagram embed shows only 'paulmarkkitchens'. The website business name is 'Paul Mark Kitchen & Renovations'.","An audience question ('Who would love one of these in their garden?', 'Check out this amazing Outdoor Kitchen pod that we built what do you think?🙌🙌'), plus seasonal urgency and a DM invitation ('Time to start thinking about your outdoor kitchens ready in time for summer. DM me any questions'). Captions tag the owner's own brands (@paulmarkkitchens @blackbullgrilluk) and use product hashtags (#bbq #outdoorcooking #outdoorliving). The sister account uses a hard sell ('Order your PMK Pod Now for delivery June...').",https://linktr.ee/paulmarkkitchens; https://paulmark.co.uk; https://www.pmkpods.com/; https://blackbullgrill.uk,'FREE Design Consultation'. This text appears in the Linktre; BlackBull Grill UK: online shop (/shop/) plus an 'ONLINE 3D ; Business contact on the website: email addresses (paul@ / sa; PMK Pods: own-brand outdoor kitchen BBQ pods ('100% 304 Stai; Paul Mark Kitchen & Renovations: 'Ballerina Supplier and Ins,False,True,True,True,False,False,False,True,"Black Bull Grill UK (@blackbullgrilluk): tagged in the DBKFpVDoZzM caption. blackbullgrill.uk shares Paul Mark's phone number, so this looks like an own or affiliated dealership rather than a third-party sponsorship. The reel has no 'Paid partnership' label (repo coding).; Monolith grill (@monolithg",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DBKFpVDoZzM/,outdoor-kitchen,data/raw/accounts/profile_paulmarkkitchens.json,topic-page sample + embed pages + deep profile
rendair.ai,https://www.instagram.com/rendair.ai/,189000.0,"VERIFIED (embed page, rounded, 2026-09-25)",796.0,VERIFIED (embed page),,"AI rendering and virtual staging software for architects, interior designers and real-estate professionals (tool demos, tutorials, promos).",brand_manufacturer,brand,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,138000.0,234251.0,556000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.7301587301587301,2.941798941798942,0.006663669064748201,0.0027419170570090255,VERIFIED inputs (embed likes/comments + topic views); ratio computed,11.9,ESTIMATED upper bound = posts / days since earliest known post,2025-06-12,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"Instagram bio NOT retrieved (WebSearch budget exhausted; instagram.com not fetched; Threads https://www.threads.com/@rendair.ai returned only a login wall/footer). Brand self-description from official website https://rendair.ai (verbatim): 'Your AI rendering assistant. Built for architects.'; og:title 'Rendair AI | AI Workspace for Architects | Start for Free'. Website footer links to https://www.instagram.com/rendair.ai/, confirming the account is the brand's official Instagram.","Comment-keyword -> DM automation in captions: ""Comment 'interested' to get the full tutorial 👇"", ""Comment 'BF' to get info about Black Friday discount!!"", ""comment 'website' to get the website link on your DMs"".",https://rendair.ai,"Contact emails linked on website (footer link labels 'Email'; Rendair AI - AI rendering workspace (text-to-image, image ed; Rendair Academy - live workshops, e.g. 'Live Workshop | How ; Rendair affiliate/partner program on Dub: 'Earn 20% per sale",True,True,False,False,True,False,True,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DM7kNwKB-QA/,ai-render;ai-virtual-staging;virtual-staging,data/raw/accounts/profile_rendair.ai.json,topic-page sample + embed pages + deep profile
abeastinside,https://www.instagram.com/abeastinside/,182000.0,"VERIFIED (embed page, rounded, 2026-09-25)",2052.0,VERIFIED (embed page),E-Jay | 张毅杰 Chongqing photographer,"Chongqing (China) night-city, rooftop and drone photography framed as a 'cyberpunk city' / Cyberpunk 2077 aesthetic. Urban exteriors, NOT interiors, so it is off-niche for this study.",other,other,real,ESTIMATED (profile evidence / AI-assisted cover coding),3,1200000.0,941800.0,1600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",6.593406593406593,8.791208791208792,0.10551125,0.000360625,VERIFIED inputs (embed likes/comments + topic views); ratio computed,127.1,ESTIMATED upper bound = posts / days since earliest known post,2026-06-03,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",ᴘʜᴏᴛᴏɢʀᴀᴘʜᴇʀ ᴜʀʙᴀɴ ᴜʀʙᴇx ᴅʀᴏɴᴇʀ ᴛʀᴀᴠᴇʟᴇʀ 🆔WeChat：EJay666 👨🏻‍💻@ejay_portrait 🧶@thatshangzhou,"Threads public profile https://www.threads.com/@abeastinside (WebFetch 2026-09-25, 2 reads that matched). This is the THREADS bio. The Instagram bio itself was NOT seen: the search budget was used up and instagram.com was not fetched. The Threads profile links only to the Instagram profile.","No CTA. Captions are short mood or POV one-liners that borrow the Cyberpunk 2077 game ('i feel lost in the Cyberpunk city', 'Just a normal rooftop from the rooftop of the cyberpunk2077 world.'; Threads: 'Date idea: at the edge of the cyberpunk2077 world.'). No hashtags in the captions seen. Repo coding cta_type='none'. The only contact route is the WeChat ID in the bio.",,Cross-links to other accounts in the bio: '👨🏻‍💻@ejay_portrai; WeChat ID in the bio: '🆔WeChat：EJay666' (contact route; its ,False,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DclL5CNt48E/,cyberpunk-city,data/raw/accounts/profile_abeastinside.json,topic-page sample + embed pages + deep profile
calm_neststudio,https://www.instagram.com/calm_neststudio/,156000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1020.0,VERIFIED (embed page),,"AI-rendered cozy bedrooms facing rain-streaked windows (forest, misty mountains) packaged as rain ASMR / sleep-sound reels.",theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,172000.0,4433433.333333333,13100000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.6419871794871795,1.1025641025641026,0.05525581395348837,0.00046511627906976747,VERIFIED inputs (embed likes/comments + topic views); ratio computed,23.8,ESTIMATED upper bound = posts / days since earliest known post,2025-11-28,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,Short descriptive caption + heavy rain/sleep ASMR hashtag stacks (#sleepingrain #asmrrain #rainsoundsforsleeping ...); off-platform CTA to YouTube ('for longer rain videos on my Youtube'). No question/comment CTA seen in the 3 sampled captions.,,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DS_uPLMlNwQ/,cozy-rain;rain-cozy;rain-sounds,data/raw/accounts/profile_calm_neststudio.json,topic-page sample + embed pages + deep profile
ai.design.ideas,https://www.instagram.com/ai.design.ideas/,136000.0,"VERIFIED (embed page, rounded, 2026-09-25)",249.0,VERIFIED (embed page),,"AI-visualised interior renovation 'Before → After' transformations, mainly industrial and brick lofts turned into warm modern living spaces, with long design-narrative captions",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,343000.0,3900833.3333333335,11300000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.522058823529412,83.08823529411765,0.025215743440233238,6.997084548104956e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,6.5,ESTIMATED upper bound = posts / days since earliest known post,2025-12-31,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"UNKNOWN. The WebSearch budget (200/200) was already used up, so no Instagram result titles or snippets could be read. https://www.threads.com/@ai.design.ideas returns HTTP 302 to the Threads login page (https://www.threads.com/login/?next=...), so there is no public Threads profile to read. The login wall was not bypassed. instagram.com was not fetched.","Caption formula: a title in capitals plus '(Before → After)' (e.g. 'MODERN LOFT Design (Before → After)', 'INDUSTRIAL LOFT Renovation (Before → After)', 'Urban Loft Revival (Before / After)'), then a multi-sentence design narrative, then about 5 hashtags (#modernloft #interiortransformation #designprocess #loftliving #architecturalinteriors; #BeforeAfter #LoftTransformation #IndustrialInterior #UrbanLiving #InteriorDesign). The 3 captions seen have no comment-keyword, link, shop, DM or follow CTA. No bio CTA could be read.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DS8X3AKk_vU/,industrial-chic-interior-design;industrial-interior,data/raw/accounts/profile_ai.design.ideas.json,topic-page sample + embed pages + deep profile
neuraltransform,https://www.instagram.com/neuraltransform/,83000.0,"VERIFIED (embed page, rounded, 2026-09-25)",97.0,VERIFIED (embed page),Neural Transformation,"Backyard/garden/landscape and luxury-pool makeovers ('transformations', curb appeal, modern landscaping), monetized via Amazon garden-product affiliate links.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,1600000.0,1487666.6666666667,2700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",19.27710843373494,32.53012048192771,0.015598518518518519,6.6875e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,3.2,ESTIMATED upper bound = posts / days since earliest known post,2026-02-27,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"Instagram bio NOT retrieved (WebSearch budget exhausted; instagram.com not fetched; Threads https://www.threads.com/@neuraltransform returned only a login wall/footer). display_name taken from the Linktree page title (og:title 'Neural Transformation Official: Instagram, Facebook | Linktree'), whose Instagram icon links to https://instagram.com/neuraltransform; not confirmed as the Instagram display name. Linktree bio/meta description (verbatim): 'Affiliate link. I may earn a commission from qualifying purchases.'","No explicit CTA seen in sampled captions; pattern is a hook/headline line ('They turned a desert hill into THIS?!', 'A More Refined Look for the Whole Yard 🌱', 'Modern Landscape Elegance ✨🏡') + 5-6 CamelCase hashtags (#ModernLandscaping #LandscapeDesign #CurbAppeal ...). Monetization path is the Linktree Amazon affiliate list.",https://linktr.ee/neuraltransform; https://www.facebook.com/NeuralTransformation,"Facebook page 'NeuralTransformation' (social icon on Linktre; GIGALUMI Solar Lights Outdoor Waterproof, 8 Pack Flickering ; GIGALUMI Solar Outdoor Lights,12 Pack LED Solar Lights Outdo; Heavy Duty Gardening Tools - Gardening Gifts for Women, Men,; LAVEVE 4FT x 100FT Weed Barrier Landscape Fabric; MIXC Garden Edging Border, 100FT 2 Inch Tall Plastic Landsca; PROMEDIX P 4 Pairs Gardening Gloves for ",True,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DVRdL5wkkIK/,garden-design;infinity-pools;landscape-design-ai;luxury-pool,data/raw/accounts/profile_neuraltransform.json,topic-page sample + embed pages + deep profile
luxhilspace,https://www.instagram.com/luxhilspace/,71000.0,"VERIFIED (embed page, rounded, 2026-09-25)",247.0,VERIFIED (embed page),,"AI-styled luxury interior-style showcases (Art Deco x Modernism, mid-century modern, wabi-sabi/Japandi, organic modern), with India/Mumbai interior-design SEO keywords in captions.",designer_studio,A designer/3D studio,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,87700.0,162544.0,394000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.2352112676056335,5.549295774647887,0.04652284263959391,0.00046750285062713797,VERIFIED inputs (embed likes/comments + topic views); ratio computed,13.1,ESTIMATED upper bound = posts / days since earliest known post,2026-05-15,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,NOT retrieved. Threads https://www.threads.com/@luxhilspace returned only a login wall/footer; WebSearch budget exhausted so Instagram result snippets could not be collected; instagram.com not fetched. (Embed page display_name field shows only the username 'luxhilspace'.),"No explicit CTA seen in sampled captions. Pattern: one evocative line ('Quiet luxury, loud character.', 'Mid-century state of mind!', 'Raw edges, soft light, and room to breathe. 🌱') + ~5 hashtags (#interiorstyling #decor #organicmodernism #interiordesignindia #luxuryinteriors) + parenthetical SEO keyword list ('interior design India, Mumbai interior, ... architectural digest India, vogue, Pinterest ...'); cover text overlay e.g. 'WABI SABI LIVING>>'.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DYW4iAlN-YX/,art-deco-interior-design;mid-century-modern;wabi-sabi-japandi-interior-design,data/raw/accounts/profile_luxhilspace.json,topic-page sample + embed pages + deep profile
visionbuildofficial,https://www.instagram.com/visionbuildofficial/,50000.0,"VERIFIED (embed page, rounded, 2026-09-25)",479.0,VERIFIED (embed page),,"Short viral architecture / construction and luxury-home videos (spectacular towers, oceanfront architecture, minimal countryside luxury homes), with US-construction and drone-shot hashtags",other,other,unknown,UNKNOWN,3,2300000.0,2970166.6666666665,6600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",46.0,132.0,0.027288695652173914,0.00018303030303030304,VERIFIED inputs (embed likes/comments + topic views); ratio computed,14.2,ESTIMATED upper bound = posts / days since earliest known post,2026-01-31,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,"Headline-style hook caption ('The Craziest … Ever Built in the USA', '… Designed to Make a Statement') plus 3 CamelCase hashtags (#ModernHouse #DroneShot #LuxuryHome) and a 'Video concept & copyright ©' tag; no link, shop, DM or comment-keyword CTA in the 3 (truncated) captions available. Bio CTA UNKNOWN.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DW8_CcQESn8/,futuristic-architecture-designs-2026;modern-architecture;modern-house,data/raw/accounts/profile_visionbuildofficial.json,topic-page sample + embed pages + deep profile
nesthome.03,https://www.instagram.com/nesthome.03/,39000.0,"VERIFIED (embed page, rounded, 2026-09-25)",129.0,VERIFIED (embed page),,"AI-generated cozy winter/snow cabins at blue hour (warm-glow-in-the-cold mood), with generic travel/location hashtags.",theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,102000.0,181266.66666666666,352000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.6153846153846154,9.025641025641026,0.07719607843137255,0.0005679287305122494,VERIFIED inputs (embed likes/comments + topic views); ratio computed,6.1,ESTIMATED upper bound = posts / days since earliest known post,2026-04-30,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,NOT retrieved. Threads https://www.threads.com/@nesthome.03 returned only a login wall/footer; Instagram snippets could not be collected (WebSearch budget exhausted); instagram.com not fetched. (Embed page display_name field shows only the username 'nesthome.03'.),"Short title-style hook + emojis ('Hidden Peace in the Snow ❄️🏔️', 'Warm Cabin on a Freezing Winter Night ❄️🔥') + 5 hashtags mixing contradictory location tags (#USAViews #LuxembourgNature / #USAWinter #LuxembourgViews); one engagement question with comment-keyword CTA: 'would you live here for a week? 🔥🏡 Comment ""ME"" if you'd escape here!' No link/product CTA seen.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DYfXRE8hEx6/,cozy-cabin-in-the-snow;cozy-winter-cabin,data/raw/accounts/profile_nesthome.03.json,topic-page sample + embed pages + deep profile
yourfantasyhomes,https://www.instagram.com/yourfantasyhomes/,23000.0,"VERIFIED (embed page, rounded, 2026-09-25)",245.0,VERIFIED (embed page),,Fantasy / futuristic 'dream home' exteriors in a numbered 'pick your favourite home' format.,theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,24800.0,117566.66666666667,313000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.0782608695652174,13.608695652173912,0.06517571884984026,0.02814516129032258,VERIFIED inputs (embed likes/comments + topic views); ratio computed,1.9,ESTIMATED upper bound = posts / days since earliest known post,2024-04-15,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,"Caption opens with a question asking viewers to choose a home ('which one is your new home ?', 'which home was your first choice? 🙂', 'which futuristic home did you choose ? 🧡'), then a bullet-dot spacer and about 25 generic hashtags (#dreamhome #aesthetic #vibes #dream #choose #fantasy ...). The cover shows a number overlay ('6'). No link, brand mention or @mention in the captions seen.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/C5w-koYrT8J/,future-home;future-house;future-houses-2050,data/raw/accounts/profile_yourfantasyhomes.json,topic-page sample + embed pages + deep profile
ai.perfect.world,https://www.instagram.com/ai.perfect.world/,14000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1085.0,VERIFIED (embed page),𝐓𝐚𝐭𝐢𝐚𝐧𝐚,"AI-generated luxury and fantasy architecture (cliffside mansions, Amalfi-coast villas, underwater houses), used as a portfolio to sell AI ad visuals, an eBook and art prints",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),3,3447.0,6188.0,13600.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.2462142857142857,0.9714285714285714,0.06657877389584707,0.0034481755787351197,VERIFIED inputs (embed likes/comments + topic views); ratio computed,9.9,ESTIMATED upper bound = posts / days since earliest known post,2024-08-19,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Architecture & future living  
Luxury • Atmosphere • Vision  
  
📍 Warsaw, Poland","TikTok profile https://www.tiktok.com/@ai.perfect.world (public page, SSR user data, fetched 2026-09-25). Its bio link points to instagram.com/ai.perfect.world, so it is the same owner. Instagram bio not seen: no web searches were left, and Threads https://www.threads.com/@ai.perfect.world returned a login wall.","Fantasy hook plus question ('This cliffside mansion feels unreal… Would you live here?'), or a descriptive project-style caption ('Amalfi Sunset Residence by @ai.perfect.world …'). Captions carry a signature ('Designed by @ai.perfect.world' / 'by @ai.perfect.world'), SEO keyword lines ('cliffside mansion / luxury ocean home / modern villa') and hashtags (#luxuryhomes #dreamhome #millionairelifestyle #fyp). The Linktree offers 'Collaborate with me', 'Start a Project', a paid eBook and prints.",https://linktr.ee/ai.perfect.world,"'Collaborate with me' / 'Start a Project': Notion form 'Star; Gumroad eBook 'AI Visuals for Client Work' (PDF), €29.00, se; Pinterest profile AIperfectWorld (from pin.it/1IRGJKAmx) and; Redbubble print-on-demand art prints (store 'aiperfectworld'",False,False,True,True,True,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DXwvzjis3dd/,ai-house;cliff-house;luxury-homes-on-the-amalfi-coast,data/raw/accounts/profile_ai.perfect.world.json,topic-page sample + embed pages + deep profile
starlight_retreats,https://www.instagram.com/starlight_retreats/,,UNKNOWN,,UNKNOWN,,"Romantic cabin / lake-house / unique short-term-rental stays ('cozy cabin', 'lakeside hideaway', 'private pier', 'outdoor shower', 'evenings by the fire').",theme_page,A/F theme page,unknown,UNKNOWN,3,1100000.0,2333666.6666666665,5400000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",,,,,VERIFIED inputs (embed likes/comments + topic views); ratio computed,,UNKNOWN,2024-11-03,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,NOT retrieved. Threads https://www.threads.com/@starlight_retreats returned only a login wall; WebSearch budget exhausted so Instagram result snippets could not be collected; instagram.com not fetched.,"Couple-oriented 'Imagine ... just for us' hook ('Imagine a cozy cabin just for us, surrounded by nature and filled with little touches to make our getaway unforgettable. ✨'), sensory scene-setting ('The stillness of the lake, mornings with no rush, evenings by the fire...'), naming the property ('At On the Rocks, ...'); nature emojis (🌲🚿🏞️). Captions were captured truncated, so any closing CTA (tag / book / link) is UNKNOWN.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DB_v0uWR06c/,lake-house;luxury-cabin;unique-airbnb,data/raw/accounts/profile_starlight_retreats.json,topic-page sample + embed pages + deep profile
ell.glamhome,https://www.instagram.com/ell.glamhome/,1000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",172.0,VERIFIED (embed page),𝐄𝐋𝐋𝐀𝐇 | 𝐇𝐎𝐌𝐄,"Glam, feminine, colorful home decor (pink, violet, gold; bedrooms, living rooms, bar stools, golden kitchen) by an Austrian home-decor creator who monetizes through Amazon.de and furniture affiliates",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),2,4750000.0,4750000.0,8200000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",4.75,8.2,0.04695698874296435,0.00016365853658536586,VERIFIED inputs (embed likes/comments + topic views); ratio computed,1.8,ESTIMATED upper bound = posts / days since earliest known post,2024-11-15,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","🙋🏼‍♀️, 𝐈'𝐦 𝓮𝓵𝓵𝓪🤍 𝙇𝙞𝙫𝙞𝙣𝙜 𝙡𝙞𝙛𝙚 𝙞𝙣 𝙘𝙤𝙡𝙤𝙧𝙨 🧚🏻 𝙂𝙡𝙖𝙢 𝙃𝙤𝙢𝙚 𝘿𝙚𝙘𝙤𝙧𝙖𝙩𝙚𝙧 & 𝘼𝙧𝙩𝙞𝙨𝙩𝙞𝙘 𝙎𝙤𝙪𝙡 🌸 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐂𝐫𝐞𝐚𝐭𝐨𝐫 𝐚𝐭 @𝐞𝐥𝐥.𝐠𝐥𝐚𝐦𝐡𝐨𝐦𝐞✨ OÖ 🇦🇹","Threads profile https://www.threads.com/@ell.glamhome (public, fetched 2026-09-25 via WebFetch, whose extraction may alter the fancy unicode slightly). Instagram bio not seen. The TikTok bio (https://www.tiktok.com/@ell.glamhome, nickname 'Ellah | Home') reads verbatim: '✨✨✨\n✉️ 𝙘𝙤𝙣𝙩𝙖𝙘𝙩@𝙚𝙡𝙡𝙖𝙝𝙝𝙤𝙢𝙚.𝙖𝙩'.","Engagement questions in captions ('Comment which part of this Room is your favorite 🥰'), emoji-only mood captions ('☁️☁️☁️', '🦋🦋🦋'), and #bedroom #bedroomideas #bedroomdesign hashtags. The bio routes to the Amazon storefront (shop the look), and the TikTok bio routes to a single affiliate product (Homary sofa) plus a contact email.",https://www.amazon.de/shop/shopellglamhome; https://dada.link/Op-FT1,Amazon.de Influencer storefront 'Die Amazon Seite von Ellah ; Contact email contact@ellahhome.at (TikTok bio). The domain ; TikTok bio link dada.link/Op-FT1 goes to a Homary 'modern 7-,True,True,False,False,False,False,False,True,"Homary: round sectional sofa, GoAffPro affiliate link with campaign '202606_IG_ell.glamhome_J040339' (TikTok bio, seen 2026-09-25); Amazon Influencer Program (amazon.de storefront)",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DUbXaywiEol/,bedroom-design;dream-bedroom;dream-room,data/raw/accounts/profile_ell.glamhome.json,topic-page sample + embed pages + deep profile
siriorsinterior,https://www.instagram.com/siriorsinterior/,547000.0,"VERIFIED (embed page, rounded, 2026-09-25)",2727.0,VERIFIED (embed page),SIRIORS / Sibambo Interior 🇲🇨,"Indonesian interior design studio (brand SIRIORS / Sibambo) posting rendered modern-luxury and modern-classic bedrooms, family rooms and workspaces",designer_studio,A designer/3D studio,3d_render,ESTIMATED (profile evidence / AI-assisted cover coding),2,2104000.0,2104000.0,3700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",3.846435100548446,6.764168190127971,0.01683789423281549,0.00010723771015109599,VERIFIED inputs (embed likes/comments + topic views); ratio computed,31.0,ESTIMATED upper bound = posts / days since earliest known post,2025-01-17,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,Threads profile https://www.threads.com/@siriorsinterior shows no bio text (fetched 2026-09-25); Instagram bio not seen,"Engagement question + comment prompt ('Kalau punya kamar tidur kayak gini, terasa nyaman ya? ... Menurut kalian bagaimana? kasih tahu di kolom komentar ya👇🏼'), a service CTA ('Hubungi Siriors...'), the brand hashtag #BahagiaBersamaSirirors, and blocks of about 29 Indonesian home-decor hashtags (#rumahmewah #desaininterior #sibambointerior)",,Interior design service CTA in a caption: 'Hubungi Siriors u,False,False,False,True,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DE7Rnh-vZQf/,luxury-bedroom;luxury-bedroom-design,data/raw/accounts/profile_siriorsinterior.json,topic-page sample + embed pages + deep profile
