channel,video_id,title,duration_sec,published,views,likes,comments,ch_index,bucket,visual_change,change_bucket
Simple Vision,je8yj7t6F8g,Home Office  DIY Concept Design  You Won't Believe This Desk Hides in a Cabinet! #furnituredesign,7,2025-08-09,5260807,32669.0,,2.620838096158545,6-8s,20.06,low (static/slow)
Simple Vision,XVvU-xw9tFQ,Folding ladder. Smart kitchen design #interiordesign #home #furnituredesign,6,2025-12-08,4542847,16922.0,,2.2631635189467243,6-8s,15.28,low (static/slow)
Simple Vision,aExRYBAjSZg,Multifunctional sofa bed solid wood furniture #furnituredesign #home #furniture,10,2025-07-08,3998890,23232.0,,1.9921740627146074,9-12s,12.57,low (static/slow)
Simple Vision,oYFkol7HX9A,This Wardrobe Is Actually a Hidden Door 👀,30,2026-09-15,3112,101.0,,0.0015503416405972302,21-30s,19.85,low (static/slow)
Simple Vision,9kObm0YJi6Y,How can you make a small apartment more functional without making it bigger? 🏠✨,104,2026-08-27,1672,77.0,,0.0008329599045882291,30s+,24.8,low (static/slow)
Simple Vision,EjCyCoOyy_8,How It's Built: Modern Coat Rack 🔨,34,2026-07-25,6651,165.0,,0.003313406893191574,30s+,26.94,mid
Simple Vision,NqJxmf8cHqg,How This Space Saving Furniture System Actually Works,22,2026-05-25,8732,240.0,,0.004350123138076804,21-30s,24.15,low (static/slow)
Simple Vision,deseUVpP_NE,The Ultimate 4-in-1 Space Saver 📐 #shorts,28,2026-05-18,4832,161.0,,0.002407214269719093,21-30s,4.51,low (static/slow)
Simple Vision,jBI8L29rEFQ,Smart Staircase Design: Empty Space Transformation,14,2026-05-04,11983,261.0,,0.005969712043469347,13-20s,14.01,low (static/slow)
Simple Vision,1rhy2J4xgto,20m² Apartment Transformation. Smart CGI Concept #Shorts,19,2026-04-24,7226,159.0,,0.003599861405834057,13-20s,32.74,mid
Simple Vision,5aijpODInz4,Smart 2-in-1 Concept: Tiny Table Transformation! 📐🍽️ #shorts #spacesaving,8,2026-04-15,8236,119.0,,0.004103024984562592,6-8s,12.7,low (static/slow)
Simple Vision,fC52mLTMquE,Hidden Loft Ladder Concept | Smart Space-Saving Hack 🏠✨,11,2026-04-11,15709,217.0,,0.007825937285392638,9-12s,16.21,low (static/slow)
Simple Vision,PVGMIimcTew,The most satisfying bar stool ever? 🥂 #shortsvideo,7,2026-04-04,15489,133.0,,0.0077163372979468185,6-8s,16.64,low (static/slow)
Home Graphix,2f2mKB5-02k,Designing 3m² Apartment in New York! #3dhousedesgin #shorts,126,2025-03-11,167864490,4572110.0,,34.81869344200834,30s+,40.85,high (cuts/fast)
Home Graphix,qZwtLVasGWE,Ultimate Small Room Transformation #shorts #3dhousedesign,85,2025-05-21,22772944,232959.0,,4.723596729171388,30s+,23.82,low (static/slow)
Home Graphix,ZwhdU6ImnK8,Next-Level Bedroom Design | Smarter And More Functional #shorts,86,2025-09-07,21850952,327696.0,,4.532355825249515,30s+,38.92,high (cuts/fast)
Home Graphix,7x00K83aLuA,Smart Design Turns The Smallest Bedroom Into A Luxury Space #shorts,69,2026-02-18,17023142,353000.0,,3.5309645459726275,30s+,27.9,mid
Home Graphix,l1ynOY0m2UI,Your Wardrobe Is Wasting Space — Try This Genius Full-Height Layout #shorts,74,2025-11-15,13571544,226411.0,,2.8150291349333476,30s+,22.15,low (static/slow)
Home Graphix,L28FT60BgF8,This Room Design Gives Two People Full Privacy In One Space #shorts,90,2026-01-14,9055963,327168.0,,1.8784008429607129,30s+,39.04,high (cuts/fast)
Home Graphix,Uvsz6SBOxSc,A Smart Renovation That Gave This Bedroom A Whole New Life #shorts,104,2025-12-19,6827181,208889.0,,1.41610368167862,30s+,25.57,mid
Home Graphix,VIWHdL2Co5M,A Modern Bedroom Design That Makes The Room Feel Bigger #shorts,90,2026-03-13,6014851,148046.0,,1.2476090271882831,30s+,40.5,high (cuts/fast)
Home Graphix,XRfSL3n2iZI,The Perfect Layout For A Tiny Bedroom #shorts,93,2026-03-07,4944322,93018.0,,1.0255583655398324,30s+,39.16,high (cuts/fast)
Home Graphix,yDTaTcvv4oY,The Tiniest Apartment Turned Into A Fully Functional Home,87,2026-02-19,4697883,110554.0,,0.9744416344601675,30s+,32.81,mid
Home Graphix,leZZdvzpJ-M,How This Tiny Bedroom Became A Comfortable And Organized Space #shorts,71,2026-03-15,2495848,53646.0,,0.5176923743064994,30s+,25.27,mid
Home Graphix,y0o4TmP4tp0,Tiny Bedroom Renovation With A Compact Walk-In Closet,98,2026-03-11,704662,19121.0,,0.14616200340067442,30s+,35.24,high (cuts/fast)
Home Graphix,Ec_36XJHKvI,A Genius Layout That Completely Transforms A Small Bedroom #shorts,89,2026-03-06,386190,9480.0,,0.08010408407620456,30s+,43.29,high (cuts/fast)
Home Graphix,n2e4is1FzXg,Tiny Room Transformed Into A Perfect Bedroom For Two Kids,96,2026-03-04,413320,11763.0,,0.08573142761432681,30s+,38.56,high (cuts/fast)
Home Graphix,r_0WHkCxjYM,Small Bedroom Makeover | Smart Storage Ideas For Tiny Rooms #shorts,76,2026-02-28,356233,7796.0,,0.07389036014065248,30s+,32.52,mid
Home Graphix,g1WlYCruQLY,Best Small Bedroom Design Idea For Growing Kids #shorts,73,2026-02-25,480773,9072.0,,0.09972262568572231,30s+,31.13,mid
Home Graphix,H3rwcZtXS1M,This Small Bedroom Design Will Dominate The Next 10 Years,70,2026-02-22,579322,13499.0,,0.12016380070741081,30s+,30.89,mid
Home Graphix,ZvH2eY5aY4k,A Small Bedroom Redesign That Smartly Doubled The Usable Space #shorts,80,2026-02-21,528014,12409.0,,0.10952142170800144,30s+,22.33,low (static/slow)
Buildenza,sb_ysSkErW0,Buried a Root Cellar Underground...,41,2026-04-26,19958119,276674.0,,21.01429759723714,30s+,30.81,mid
Buildenza,BbCpsKf5hVE,Buried a Submarine Underground… Then Made It a Hidden Military Base,39,2026-05-11,16707891,266045.0,,17.59206835554994,30s+,25.35,mid
Buildenza,TOj6qNi-r3I,I Buried a Water Tank… Then Transformed It Into a Hobbit House.,40,2026-04-09,14947007,290414.0,,15.737998820729883,30s+,32.24,mid
Buildenza,8gbWinVFHCk,I Buried a Boeing 747 Underground and Turned It Into the Most Insane Mansion Ever Built,44,2026-05-18,13824771,159383.0,,14.556374376145051,30s+,27.82,mid
Buildenza,gXVG1TtaUNU,He Turned a Container Into a Floating Underwater Room,40,2026-07-21,8618830,76811.0,,9.07493629835534,30s+,29.76,mid
Buildenza,5OH4fOHJo6s,They Turned Barrels Into a Floating Sphere Bedroom,37,2026-07-23,6884835,60397.0,,7.2491787225977635,30s+,44.11,high (cuts/fast)
Buildenza,Rv14mfpyT1s,Built a Floating Cabin on 10 Blue Barrels,38,2026-04-19,5159783,75946.0,,5.432837408132752,30s+,28.17,mid
Buildenza,uDngidTKY1E,Most Satisfying Underground Garden Build,38,2026-03-29,3403672,46964.0,,3.583793459262535,30s+,29.64,mid
Buildenza,sBk8iH9wQvo,Ancient Pit House Built Underground — Stone Walls & Fireplace,40,2026-05-04,2154722,28796.0,,2.2687493419251585,30s+,24.01,low (static/slow)
Buildenza,cSDS2yC6yTc,DIY Rainwater Harvesting — Oddly Satisfying Build 🌧️,27,2026-05-07,1896756,16383.0,,1.9971318466106514,21-30s,34.44,high (cuts/fast)
Buildenza,ZCEVdJg9Ozk,He Built a Secret Flower Apothecary in His Backyard,37,2026-09-24,428,,,0.00045064965148356394,30s+,37.87,high (cuts/fast)
Buildenza,m4oTv8ktQRc,He Built a Tiny Reading Pod in His Backyard,36,2026-09-22,882,,,0.0009286752163750079,30s+,37.43,high (cuts/fast)
Buildenza,uVULPuFUBkQ,We Built a Luxury Cabin Inside a Floating Van - Construction Timelapse,35,2026-09-21,647,,,0.0006812390759576305,30s+,42.14,high (cuts/fast)
Buildenza,6h3KaORK_TI,Would You Sleep in This Floating Bedroom Built Inside a Boat?,40,2026-09-13,1562,29.0,,0.001644660643965717,30s+,36.86,high (cuts/fast)
Buildenza,Bz19jJrqMLs,This Double Dome House Floats — Lake Build Construction Timelapse,37,2026-09-09,1063,,,0.0011192536904837114,30s+,39.98,high (cuts/fast)
Buildenza,hnqL6acWe0U,Building a Geodesic Dome That Floats on Water | Construction Timelapse,39,2026-09-08,1382,25.0,,0.0014551350896034705,30s+,29.09,mid
Buildenza,s4NFtkVXsqI,He Built a Floating Cabin From Plastic Bottles on an Empty Beach,38,2026-09-07,2238,,,0.002356434392570598,30s+,33.63,high (cuts/fast)
Buildenza,iTRf-85URNI,He Built a Secret Library From Old Tires,42,2026-09-06,1853,,,0.0019510602901846822,30s+,49.78,high (cuts/fast)
Buildenza,rXC1Bj69a1Y,He Built a Luxury Floating Cabin Inside a Giant Metal Tank,45,2026-09-05,2724,,,0.002868153389348664,30s+,42.99,high (cuts/fast)
Buildenza,JwvkFugG7rw,Built a Secret Egyptian Hut in the Middle of the Desert,37,2026-09-02,1092,,,0.0011497883631309623,30s+,45.77,high (cuts/fast)
Aura Frame,n09mWzjehrU,THIS SPLIT FLOOR IS AMAZING! 😱🟣💛 Luxury Epoxy Transformation #epoxy #epoxyfloor,27,2026-04-05,101124125,835664.0,,155.16581980048073,21-30s,27.71,mid
Aura Frame,hiDqsdwp6Jw,A BOLD BLEND OF EMERALD LUXURY & PINK GLAM 💚💖 #epoxy #epoxyfloor #transformation,26,2026-04-03,49982834,445426.0,,76.69413617731023,21-30s,36.6,high (cuts/fast)
Aura Frame,LZ81DkKw8Yk,OCEAN - INSPIRED LUXURY WITH ROMANTIC ELEGANCE✨ #epoxy #epoxyfloor #transformation,27,2026-04-07,5962968,63892.0,,9.149634848895186,21-30s,29.57,mid
Aura Frame,k1LjGQxh-SA,FROM WINTER to SPRING : A Floor Inspired by Nature's Changing Seasons ❄️⭐#epoxy #epoxyfloor,26,2026-04-01,782954,7280.0,,1.2013720689901206,21-30s,33.66,high (cuts/fast)
Aura Frame,jFCmkHA9C1U,LUXURY 💛 MEETS BOLD❤️ COLOR IN THIS EPOXY FLOOR! ✨  #epoxy #epoxyfloor #transformation,21,2026-04-19,732736,7091.0,,1.1243170918643306,21-30s,23.89,low (static/slow)
Aura Frame,dKz3CDj1T5Q,A ROOM WITH TWO COMPLETELY DIFFERENT VIBES 🔵🩷 #epoxy #epoxyfloor #transformation,27,2026-04-09,716567,5903.0,,1.0995072243836086,21-30s,29.57,mid
Aura Frame,vqmFnaYszQw,THE ULTIMATE PURPLE vs YELLOW SHOWNDOWN👑🟣💛#epoxy #epoxyfloor #luxury,26,2026-04-14,586866,4516.0,,0.9004927756163915,21-30s,24.3,low (static/slow)
Aura Frame,s8_MfodD_70,A SPLIT FLOOR UNLIKE ANYTHING YOU'VE SEEN!😱💙🟠 #epoxy #epoxyfloor #transformation,27,2026-04-11,224440,5260.0,,0.3443828720003253,21-30s,29.03,mid
Aura Frame,NzqiHZHaezk,When Blueberry Meets Lychee in Colorful Resin Floor 🫐❤️#epoxy #floor #epoxyfloor,18,2026-03-23,133158,1073.0,,0.20431890246756065,13-20s,39.23,high (cuts/fast)
Aura Frame,dKfnyvUJmtg,Autumn Leaves Meet Cherry Blossoms in This Dream Floor 🍁🌸 #epoxy #floor #epoxyfloor,25,2026-03-26,82002,885.0,,0.1258246492148043,21-30s,33.46,high (cuts/fast)
Aura Frame,utiFX2kECwk,Official YouTube Silver Play Button Unboxing! (176K Subscribers Milestone).,118,2026-08-15,3874,68.0,,0.005944302468941633,30s+,45.98,high (cuts/fast)
Aura Frame,tSknRGmnwQE,Tea or Coffee? Which Floor Would You Choose? 🍵☕#epoxy #floor #epoxyfloor,24,2026-03-30,65032,670.0,,0.09978571971094793,21-30s,35.86,high (cuts/fast)
