video_url,kanal,nische_cluster,views,upload_datum,gruppe,laenge_s,szenen,hook,erster_frame,on_screen_text,loop,kamerabewegung,pov,musik,voice,story_struktur,trigger_primär,trigger_sekundär,produkte_sichtbar,produkte_kaufbar,ki_merkmale,purchase_intent,quelle,datenqualitaet
https://www.youtube.com/shorts/JcsC-89jqXs,Super Labs,Film/Anime/Promi-Edits & Commentary,113000,2026-09-13,bottom50,40,UNKNOWN,"[Hook-Typ: Wissensfrage/Kuriositaet; bekannte Figur/IP/Marke: unklar] Erzaehler ab 0:00: ""Why can Hal Jordan's Green Lantern ring last 48 hours in the new series?""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Nischen-Lore-Erklaerung (Serienregeln) | CTA: nein,Wissen,Curiosity,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/kNMZX-2POB8,Pixel Siuu,KI-Surreal/VFX/What-if,7290036,2026-09-19,top20,5,UNKNOWN,"[Hook-Typ: Vergleich/Pick-one; bekannte Figur/IP/Marke: nein] Kein Sprach-Hook (nur ""Me"" bei 0:03); Titel ""Cual es tu objetivo?"" - Toiletten-Koordinatengitter A-J/1-10 laut Beschreibung",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (slowed) laut Hashtag,"keine Erzaehlstimme (Musik, #slowed)","Einzelbild-Gag + Auswahlfrage an Zuschauer (Kommentar-Koeder) | CTA: ja (Beschreibung: ""welche Koordinate waehlst du?"")",Choice/Pick-one,Humor,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/h-rz1cUEXio,Pixel Siuu,KI-Surreal/VFX/What-if,4810135,2026-09-17,top20,6,UNKNOWN,[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Kein Sprach-Hook; Strassenkuenstler-Zeichnung + Homelander-Meme-Reaktion (The Boys) laut Beschreibung,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Christopher Lennertz ""I Can Do Anything Finale"" (laut Beschreibung)",keine,Zeichnung -> Meme-Reaktion als Pointe | CTA: nein,Humor,Reveal,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/_DBE8RwLaTo,Pixel Siuu,KI-Surreal/VFX/What-if,42000,2026-09-23,bottom50,6,UNKNOWN,"[Hook-Typ: Meme-Audio-Zeile; bekannte Figur/IP/Marke: ja] Meme-Zeile ab 0:01: ""I was acting or was it real."" (Far Cry 6 / Giancarlo-Esposito-Meme laut Tags)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Meme-Audio,Geschenk-Gag + Meme-Reaktion | CTA: nein,Humor,Reveal,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/cvWYcYfAZiQ,Pixel Siuu,KI-Surreal/VFX/What-if,53000,2026-09-16,bottom50,6,UNKNOWN,"[Hook-Typ: Meme-Audio-Zeile; bekannte Figur/IP/Marke: ja] Kein verwertbares Transkript; Titel ""Una respuesta de otro nivel"", Einstein-Meme laut Metadaten",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Meme-Audio (vermutet, Metadaten)",Antwort-Gag + Meme | CTA: nein,Humor,Wissen,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/twQ_dvWRHEw,ShadeMew,KI-Tiere & Haustiere (Humor/Fakten),2242235,2026-09-17,top20,97,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""This man was making dumpling wrappers when he suddenly noticed a tiny paw print...""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Mini-Raetsel (Pfotenabdruck) -> Taeter-Reveal (Kaetzchen) -> Erziehungs-Episoden -> Kommentar-Frage | CTA: ja (Kommentar-Frage am Ende),Cute,Humor,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/VCFiuHG5V2I,ShadeMew,KI-Tiere & Haustiere (Humor/Fakten),1901672,2026-09-08,top20,92,UNKNOWN,"[Hook-Typ: Schock/Konflikt/Gefahr-Aussage; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: schwarzer Hund bekommt Fleisch, weissem Hund wird die Schnauze zugeklebt",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),"Ungerechtigkeit/Bevorzugung -> Eskalation (""got worse"") -> Mitleid -> Kommentar-Aufforderung | CTA: ja (""say happy birthday in the comments"")",Shock,Cute,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/tiSylAiiyhA,ShadeMew,KI-Tiere & Haustiere (Humor/Fakten),13000,2026-09-20,bottom50,99,UNKNOWN,"[Hook-Typ: Alltags-/Beschreibungs-Einstieg; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""This man is about to go crazy from the summer heat.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),Hitze-Absurditaeten (Popcorn im Roller) -> Untergrund-Pool; kein Tier-Emotionskern | CTA: ja (Frage am Ende),Humor,Fantasy,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/CA90S-DZNbo,Asoka,KI-Tiere & Haustiere (Humor/Fakten),4577370,2026-07-03,top20,19,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Kein Sprach-Hook: Song ""I know what you want, girl..."" ab 0:00; Titel ""cute cats, past and present, once famous""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Pop-Song (identisch in allen 3 analysierten Asoka-Shorts),Song/Gesang,Then-&-Now-Kompilation beruehmter Meme-Tiere | CTA: nein,Cute,Nostalgie,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/Yx7_HqY4Zno,Asoka,KI-Tiere & Haustiere (Humor/Fakten),3292851,2026-06-28,top20,19,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: ja] Kein Sprach-Hook: gleicher Song + O-Ton ""My dog has eyebrows""; Titel ""Famous dogs and cats""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,identischer Pop-Song,Song/Gesang + Meme-O-Ton,Then-&-Now-Kompilation beruehmter Meme-Tiere | CTA: nein,Cute,Nostalgie,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/agKqqcpytpc,Asoka,KI-Tiere & Haustiere (Humor/Fakten),60000,2026-07-17,bottom50,19,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: unklar] Kein Sprach-Hook: identischer Song; Titel ""Cute cats (then and now)"" ohne ""famous""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,identischer Pop-Song wie Top-Shorts,Song/Gesang,Then-&-Now-Kompilation | CTA: nein,Cute,Nostalgie,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube.com publishDate"
https://www.youtube.com/shorts/WsX2wP3YpDs,BaconingRq,KI-Surreal/VFX/What-if,16850009,2026-06-17,top20,79,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""Isaac fell upward on his 8th birthday.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),"Surreale Regel -> Isolation -> Lebensweg -> emotionale Aufloesung (""no longer felt alone"") | CTA: nein",Fantasy,Moral/Wholesome,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT (kein AI-Flag),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/dhMlCIfVhnY,BaconingRq,KI-Surreal/VFX/What-if,15524557,2026-06-02,top20,66,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A boy named Leo woke up to the sound of his alarm, 7:00 a.m."" -> Zeitschleife",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),Zeitschleife -> Versuche -> Lektion (fuer andere leben) -> Zeit laeuft weiter | CTA: nein,Fantasy,Moral/Wholesome,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/H5I2Q3sCP04,BaconingRq,KI-Surreal/VFX/What-if,297000,2026-06-24,bottom50,40,UNKNOWN,"[Hook-Typ: Alltags-/Beschreibungs-Einstieg; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A wealthy businessman heard of an old woman who could answer any question.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),"Klassische Parabel ohne Fantasy-Regel -> Moral (""money cannot buy time"") | CTA: nein",Moral/Wholesome,Wissen,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube.com publishDate"
https://www.youtube.com/shorts/b8Sh9AEYHxc,Animal Voices,KI-Tierrettung & Wholesome-Tierstorys,12795797,2026-08-18,top20,158,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A woman found two tiny creatures that looked like strawberry gummy candies...""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),"Unbekanntes niedliches Wesen -> Aufzucht -> Identitaets-Reveal -> Happy End (""treasure"") | CTA: nein",Cute,Reveal,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/7ZMw_vfuMlg,Animal Voices,KI-Tierrettung & Wholesome-Tierstorys,3353579,2026-08-26,top20,154,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A duck that hadn't laid eggs for years unexpectedly produced one egg.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),"Unerwartetes Ereignis -> Brut -> Aufzucht -> offenes Ende (""no one knew the final fate"") | CTA: nein",Cute,Curiosity,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/iCzeN5x_4iI,Animal Voices,KI-Tierrettung & Wholesome-Tierstorys,11000,2026-08-16,bottom50,152,UNKNOWN,"[Hook-Typ: Schock/Konflikt/Gefahr-Aussage; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A pack of wolves were surrounding an unknown creature trapped in a rock crack.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),Gefahr -> Rettung (Kaetzchen) -> trauriges Ende (Kaetzchen geht) | CTA: nein,Shock,Cute,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube.com publishDate"
https://www.youtube.com/shorts/OnM515XCXqQ,Animal Voices,KI-Tierrettung & Wholesome-Tierstorys,26000,2026-09-19,bottom50,111,UNKNOWN,"[Hook-Typ: Raetsel/Paradox/Regelwelt-Praemisse; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""A heavy rain had just passed. A crawling little animal was found beside the flower bed.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Musik (Transkript-Marker),Erzaehler (TTS unbestaetigt),Fund -> Waschen -> Aufzucht -> Alltag; kein klarer Reveal | CTA: nein,Cute,Curiosity,nein,nein,nicht visuell geprueft; Kanal UNVERIFIZIERT,ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube.com publishDate"
https://www.youtube.com/shorts/Dr9LRlL9cmo,Faunex TV,KI-Tierrettung & Wholesome-Tierstorys,4729672,2026-08-29,top20,145,UNKNOWN,"[Hook-Typ: Schock/Konflikt/Gefahr-Aussage; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""This is an incredible scene... a great white shark is frantically chasing an ancient sea turtle.""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Gefahr -> Twist (Hai hilft) -> Dankbarkeits-Reveal (Schildkroete bringt Geschenk) | CTA: nein,Shock,Moral/Wholesome,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/o4wVnHbtVHI,Faunex TV,KI-Tierrettung & Wholesome-Tierstorys,1219779,2026-09-03,top20,99,UNKNOWN,"[Hook-Typ: Schock/Konflikt/Gefahr-Aussage; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""This is the smartest rabbit I have ever seen... annoyed the hawk""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),Jaeger-Beute-Konflikt -> Underdog gewinnt wiederholt -> komischer Schluss | CTA: nein,Humor,Shock,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/D9TWlyHa27M,Faunex TV,KI-Tierrettung & Wholesome-Tierstorys,8100,2026-09-18,bottom50,106,UNKNOWN,"[Hook-Typ: Alltags-/Beschreibungs-Einstieg; bekannte Figur/IP/Marke: nein] Erzaehler ab 0:00: ""When a young man went fishing at sea, he suddenly noticed a massive floating object...""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Erzaehler (TTS unbestaetigt),"Klassische Rettung (Muell/Netz) -> Befreiung -> Moral (""kindness brings rewards"") | CTA: ja (""give a thumbs up"")",Moral/Wholesome,Shock,nein,nein,nicht visuell geprueft; Kanal NexLev-AI-Flag (LIKELY),ENTERTAINMENT,YouTube-Proxy; NexLev get_bulk_video_transcripts + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"TRANSKRIPT+METADATEN (kein Video-Watch, Tageslimit 15/15); visuelle Felder UNKNOWN; Trigger/Hook-Typ aus Transkript+Titel abgeleitet; Laenge Transkript-Ende (ca.); Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube.com publishDate"
https://www.youtube.com/shorts/K3z9HZVRnWk,Prime Production,KI-DIY/Bau/Cabin/Handwerk,13647951,2026-09-08,top20,46,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: nein] Kein Sprach-Hook; Titel ""From Cardboard Mold to Luxury S-Shaped Side Table - Grandpa DIY""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (ASMR laut Hashtags),keine (kein Transkript),"Billigmaterial -> Prozess (Beton giessen, lackieren) -> Luxus-Reveal | CTA: ja (Beschreibung ""Comment YES or NO"")",Transformation,Aspiration,"Moebelstueck (Eigenbau, kein Markenprodukt)",nein (Materialien generisch),"Beschreibung: ""This video is AI-generated and contains synthetic visuals.""",ASPIRATION,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/S5LouwYm0FE,Prime Production,KI-DIY/Bau/Cabin/Handwerk,13025918,2026-08-20,top20,45,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: nein] Kein Sprach-Hook; Titel ""From Baby Dungarees to Luxury Planter - Grandpa DIY""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (ASMR laut Hashtags),keine (kein Transkript),"Babylatzhose -> Ballonform/Zement -> Pflanzkuebel-Reveal | CTA: ja (Beschreibung ""Comment YES or NO"")",Transformation,Cute,Pflanzkuebel (Eigenbau),nein,"Beschreibung: ""This video is AI-generated and contains synthetic visuals.""",ASPIRATION,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views exakt (raw_youtube_proxy_top_shorts.csv); Datum CSV"
https://www.youtube.com/shorts/0aBf0TL-IdE,Prime Production,KI-DIY/Bau/Cabin/Handwerk,25000,2026-09-22,bottom50,46,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: nein] Kein Sprach-Hook; Titel ""He Built a Lighted Garden Path With Plants and Pebbles""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine (kein Transkript),Schrittfolge Gartenweg -> Tag-zu-Nacht-Reveal (laut Beschreibung) | CTA: ja (Frage in Beschreibung),Transformation,Aspiration,"LED-Streifen, Kies, Vlies (generisch, laut Beschreibung)",teilweise (generische Baumarktartikel),"Beschreibung: ""This video is AI-generated and contains synthetic visuals.""",ASPIRATION,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
https://www.youtube.com/shorts/hGphZI0vEJU,Prime Production,KI-DIY/Bau/Cabin/Handwerk,39000,2026-09-16,bottom50,29,UNKNOWN,"[Hook-Typ: Kein Sprach-Hook (nur Musik/Visual); bekannte Figur/IP/Marke: nein] Kein Sprach-Hook; Titel ""No More Spills! DIY Couch Cup Holder in Minutes""",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine (kein Transkript),Problem (Kaffee verschuettet) -> einfacher Hack -> Loesung | CTA: ja (Kommentar-Frage in Beschreibung),Wissen,Humor,Sofa-Tablett (Eigenbau),nein,"Beschreibung: ""This video is AI-generated and contains synthetic visuals.""",ASPIRATION,YouTube-Proxy; kein Transkript (keine Sprache/gesperrt) + Titel (youtube_channel_shorts) + youtube_video_details/youtube.com-Metadaten,"NUR TITEL+METADATEN (kein Watch, kein Transkript); visuelle Felder UNKNOWN; Trigger aus Titel/Beschreibung abgeleitet; Laenge youtube_video_details; Views gerundet (YouTube-Shorts-Liste via NexLev youtube_channel_shorts); Datum youtube_video_details"
