nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum
Foto/Audio/Musik,Thomann,https://thomann.clickfire.de/,"Clickfire (Thomann Premium Partner-Programm, in-house)",DE/EU (Programm in DE und EN),"Forum 2 %; Website/Magazin 3,5 %; Influencer 4,5 %; Metanetzwerk 2 %",VERIFIED,14 Tage (alternativ nur Browser-Session),VERIFIED,UNKNOWN (Ø-Konversionsrate ca. 5 % lt. Programmseite),"Ja, aber Mindestreichweite: Social Media ab 5.000 Followern; Websites ab 500 Unique Visits/Tag","Ja (Social-Media-Präsenzen), ab 5.000 Followern",Ja – Links mit Zusatzcode; Produkt-Widget verfügbar,Produkt-Widget; Feed UNKNOWN,UNKNOWN (nicht geprüft),Freischaltung i.d.R. binnen 24 h; 116.000+ Produkte; 30 Tage Money-back für Kunden. Mindest-Followerzahl ist Hürde für neue Theme-Pages.,https://thomann.clickfire.de/ ; https://www.thomann.de/de/faq_question_wie_werde_ich_thomann_affiliate_partner.html,2026-09-26
Foto/Audio/Musik,Gear4music (UK),https://ui.awin.com/merchant-profile/1117,Awin (ID 1117; managed by 26pmx),"UK (weitere Programme IE, BE u.a.)",Nicht im Profil genannt ('competitive'),UNKNOWN,30 Tage,VERIFIED,UNKNOWN,"UNKNOWN (nicht genannt; KEINE Cashback-, Gutschein-, Incentive- oder CSS-Partner)",UNKNOWN,Ja – eigene Textlinks ohne Freigabe erlaubt,Ja – umfassender Datenfeed (60.000+ Produkte),UNKNOWN,Transaktionen 60 Tage pending (Retouren); kein Brand-Bidding/Google Shopping; Publisher mit aktiven Google/Microsoft-Ads werden abgelehnt.,https://ui.awin.com/merchant-profile/1117,2026-09-26
Foto/Audio/Musik,B&H Photo Video (US),https://www.bhphotovideo.com/find/shared/affiliates.jsp (403 beim Abruf),In-house (eigenes B&H-Affiliate-Portal),US,"2 % Basis; 8 % auf 3.000+ Produkte ausgewählter Marken (u.a. Bose, Audioengine, Vello); Ø ca. 3,5 %",THIRD-PARTY ESTIMATE,60 Stunden (Sekundärquellen; teils 30 Tage genannt – widersprüchlich),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Mindestauszahlung 80 USD (Sekundärquelle).,https://geniuslink.com/blog/bh-photo-affiliate-program/ ; https://getlasso.co/affiliate/bh-photo-video/,2026-09-26
Foto/Audio/Musik,Adorama (US),https://www.adorama.com/api/getContent?contentName=affiliate_faq&output=desktop,Impact,US (Bewerber aus Nexus-Staaten ggf. abgelehnt),2 % Standard; höhere Stufen für Top-Performer,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Auszahlung 45 Tage nach Versand; Retouren innerhalb 45 Tagen = keine Provision; ohne Steuern/Versand.,https://www.adorama.com/api/getContent?contentName=affiliate_faq&output=desktop,2026-09-26
Foto/Audio/Musik,Wex Photo Video (UK),https://www.wexphotovideo.com/about-us/wex-affiliate-programme/ (403 beim Abruf),Impact (lt. Sekundärquelle; früher Awin ID 2298),UK,"1,5 % Standard, höher je Produktgruppe",THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,Eingeschränkt: exklusive E-Mail-Codes dürfen nicht auf Social Media geteilt werden (Awin-AGB),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Nur über das Netzwerk bereitgestellte Gutscheincodes erlaubt.,https://www.flexoffers.com/affiliate-programs/wex-photographic-affiliate-program/ ; https://ui.awin.com/merchant-profile-terms/2298,2026-09-26
Foto/Audio/Musik,Calumet Photo (DE),UNKNOWN,Awin,"DE, AT",3–5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Programm seit 2015.,https://www.affiliate-marketing.de/partnerprogramme/calumetphoto.de,2026-09-26
Foto/Audio/Musik,Sony (Store),UNKNOWN,"Awin (DE, GB u.a.); CJ","DE, UK, weitere EU",3 % (Awin DE/GB; CJ),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,500 EUR (Verzeichnis),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,SEM nicht erlaubt lt. Verzeichnis.,https://www.affiliate-marketing.de/partnerprogramme/sony.de,2026-09-26
Foto/Audio/Musik,Canon EMEA (DE),UNKNOWN,CJ,DE,2 % (bis 3 % kategorieabhängig),THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,über 200 EUR (Verzeichnis),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/canon.de,2026-09-26
Foto/Audio/Musik,Teufel (DE),https://teufel.de/partnerprogramme,Rakuten Advertising,"DE, AT, CH, Benelux, FR, ES, IT, Skandinavien, Osteuropa, US (30+ Regionen)","bis 8 % vom Netto-Warenkorb, anteilig nach Werbeleistung (Multi-Touch-Attribution)",VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Ja, 30+ Regionen",Bestätigung erst nach Ablauf der 8-wöchigen Rückgabefrist; Multi-Touch = Provision wird unter beteiligten Partnern geteilt.,https://teufel.de/partnerprogramme,2026-09-26
Foto/Audio/Musik,Sennheiser,UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); Subnetze,"US, CA, AU (DE unklar)","3,5–7 % kategorieabhängig (Programmbeschreibung); Subnetze 3,15–4,6 %",THIRD-PARTY ESTIMATE,60 Tage (Programmbeschreibung im Verzeichnis),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dedizierter Affiliate-Manager lt. Beschreibung.,https://www.affiliate-marketing.de/partnerprogramme/sennheiser.com,2026-09-26
Foto/Audio/Musik,Bang & Olufsen (DE),UNKNOWN,CJ,DE,5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/bang-olufsen.com,2026-09-26
Foto/Audio/Musik,Sonos,UNKNOWN,UNKNOWN (Verzeichnis: nur SaleGains),"DE, UK, US u.a.",Sekundärquellen 3–5 % (widersprüchlich),THIRD-PARTY ESTIMATE,1–30 Tage (widersprüchlich),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/sonos.com ; https://getlasso.co/affiliate/sonos-europe/,2026-09-26
Foto/Audio/Musik,Bose (US),UNKNOWN,Impact (lt. Sekundärquellen),US,2–5 % (Sekundärquellen),THIRD-PARTY ESTIMATE,30 Tage (Sekundärquelle),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Bose ist bei B&H als 8-%-Featured-Brand gelistet (Alternative).,https://getlasso.co/affiliate/bose/,2026-09-26
Foto/Audio/Musik,Sweetwater (US),UNKNOWN,"Impact (lt. Verzeichnis, Stand 07/2025); ältere Quellen: AvantLink",US,Sekundärquellen: 3–8 % bzw. 4–6 %,THIRD-PARTY ESTIMATE,14 Tage (Sekundärquellen),THIRD-PARTY ESTIMATE,Sekundärquelle: Bestellungen 200–1.000+ USD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netzwerkangaben widersprüchlich.,https://www.affiliate-marketing.de/partnerprogramme/sweetwater.com ; https://commissiondex.com/programs/sweetwater/,2026-09-26
Foto/Audio/Musik,Guitar Center (US),UNKNOWN,Impact,US,4–6 % (Erhöhung 2025 lt. Sekundärquellen),THIRD-PARTY ESTIMATE,30 Tage (ältere Angaben 14 Tage),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/guitarcenter.com ; https://linkclicky.com/affiliate-program/guitar-center/,2026-09-26
Foto/Audio/Musik,Musician's Friend (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Verzeichnis-Listing Stand 2020 (alt).,https://www.affiliate-marketing.de/partnerprogramme/musiciansfriend.com,2026-09-26
Foto/Audio/Musik,Native Instruments,UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); SaleGains,Weltweit (190+ Territorien),"4,5 % (Subnetz SaleGains)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Digitale Produkte weltweit,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/native-instruments.com,2026-09-26
Küche,KitchenAid (DE),UNKNOWN,Awin,DE,7 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/kitchenaid.de,2026-09-26
Küche,"KitchenAid (US, ShopKitchenAid.com)",UNKNOWN,CJ (Small Appliances); Rakuten (Major Appliances),US,CJ 5 %; Rakuten nicht öffentlich,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,FlexOffers-Subnetz nennt 9 % (widerspricht CJ-Rate).,https://www.affiliate-marketing.de/partnerprogramme/kitchenaid.de,2026-09-26
Küche,SharkNinja / Ninja (DE),UNKNOWN,Awin (DE/AT); ADCocktail,"DE, AT",Awin 5 %; ADCocktail 4 %,THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,146 EUR (Verzeichnis),UNKNOWN,UNKNOWN,Ja – Deeplinks werden bereitgestellt (lt. Beschreibung),Ja – vollständiger Produktdatenfeed,DE/AT,40 Tage Validierung; Airfryer/Ninja Creami als Kernprodukte.,https://www.affiliate-marketing.de/partnerprogramme/ninjakitchen.de,2026-09-26
Küche,SharkNinja / Ninja (UK),UNKNOWN,UNKNOWN (Verzeichnis: nur SaleGains),UK,"Subnetz 0,75–2,25 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK-Direktprogramm nicht verifiziert. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/sharkninja.co.uk,2026-09-26
Küche,WMF (DE),UNKNOWN,Awin,"DE, AT (NL separat 8 %)",5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/wmf.com,2026-09-26
Küche,Zwilling (DE),UNKNOWN,Awin,"DE, AT","6,4–8 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Auch Staub-Gusseisen (Zwilling-Gruppe).,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26
Küche,Zwilling (UK),UNKNOWN,Awin,UK,8 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26
Küche,Zwilling (US),UNKNOWN,CJ,US,6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26
Küche,Fissler (US),UNKNOWN,Awin,US,5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,DE-Programm im Verzeichnis nicht gelistet.,https://www.affiliate-marketing.de/partnerprogramme/fissler.com,2026-09-26
Küche,Le Creuset (DE),UNKNOWN,Rakuten Advertising,DE,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/lecreuset.de,2026-09-26
Küche,Le Creuset (US),UNKNOWN,Ascend (Listing),US,4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Listing seit 03/2026.,https://www.affiliate-marketing.de/partnerprogramme/lecreuset.com,2026-09-26
Küche,"Tchibo (DE, nur Küche/Kaffee-Sortiment relevant)",UNKNOWN,Awin,DE,"5–8 % pro Sale + 0,80–20 € pro Lead",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Gemischtes Sortiment (nicht nur Küche).,https://www.affiliate-marketing.de/partnerprogramme/tchibo.de,2026-09-26
Küche,Lakeland (UK),https://ui.awin.com/merchant-profile/1751,Awin (ID 1751),UK,"Basis 2,5 %, Erhöhungen je Publisher-Typ",VERIFIED,15 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,Ja – Tracking-Code im Query-String (vom Händler),UNKNOWN,Provision nur auf UK-Sales,Hohe Konversionsrate lt. Profil (ohne Zahl); 3 Jahre Garantie.,https://ui.awin.com/merchant-profile/1751,2026-09-26
Küche,ProCook (UK),UNKNOWN,Impact,UK,Nicht öffentlich (Login erforderlich),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/procook.co.uk,2026-09-26
Küche,John Lewis & Partners (UK),UNKNOWN,Impact,UK,Nicht öffentlich; Sekundärquellen 1–7 %,THIRD-PARTY ESTIMATE,UNKNOWN (Sekundärquelle nennt 24 h – unbestätigt),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/johnlewis.com ; https://linkclicky.com/affiliate-program/john-lewis-partners/,2026-09-26
Küche,Made In Cookware (US),UNKNOWN,Impact,"US, UK, CA, AU",Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,"US, UK, CA, AU",DTC-Premium-Kochgeschirr.,https://www.affiliate-marketing.de/partnerprogramme/madeincookware.com,2026-09-26
Küche,Our Place (US),UNKNOWN,Impact,"US, UK, CA",Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,"US, UK, CA",,https://www.affiliate-marketing.de/partnerprogramme/fromourplace.com,2026-09-26
Küche,Caraway (US),UNKNOWN,Impact; FlexOffers,US,Impact nicht öffentlich; FlexOffers 32–52 USD fix pro Sale,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Fixbetrag pro Sale statt Prozent. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/carawayhome.com,2026-09-26
Küche,Vitamix (US),UNKNOWN,CJ,US,"CJ 3 %; FlexOffers-Subnetz 2,4–8 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/vitamix.com,2026-09-26
Küche,Sur La Table (US),UNKNOWN,Ascend (Listing); FlexOffers,US,"Ascend 4 %; FlexOffers 3,2 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/surlatable.com,2026-09-26
Küche,"Philips (DE, u.a. Airfryer)",UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); FlexOffers,DE,4 % oder 8 USD pro Sale (Subnetz),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/philips.de,2026-09-26
Küche,SMEG (NL),UNKNOWN,Awin,NL (DE/UK/US nicht gelistet),6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Nur als EU-Referenz; kein DE-Programm gefunden.,https://www.affiliate-marketing.de/partnerprogramme/smeg.com,2026-09-26
Kaffee,De'Longhi (DE),https://ui.awin.com/merchant-profile/22915,Awin (ID 22915; managed by Velstar),DE,bis 7 % je Produktkategorie,VERIFIED,15 Tage,VERIFIED,über 200 EUR (Awin-Profil),"Ja – Content-Websites, Vergleich, Newsletter, Social Media, Cashback, Gutscheine willkommen",UNKNOWN (Social Media allgemein erlaubt),UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed (200+ Produkte),"DE (eigene Programme für CH, UK, US, CA u.a.)",45 Tage Validierung; striktes Brand-Bidding-Verbot; bei bestimmten Produkt-Launches keine Provision (Info via Awin News); nicht autorisierte Codes → Provision 0.,https://ui.awin.com/merchant-profile/22915,2026-09-26
Kaffee,De'Longhi (US),https://ui.awin.com/merchant-profile/33739,Awin (ID 33739),US,"bis 15 % auf alle Sales (nach Rabatten, ohne Steuer/Versand)",CLAIMED,30 Tage,VERIFIED,398 USD (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed,US,45 Tage Validierung; Retouren werden abgelehnt; Last-Click. 'Bis zu' – Standardrate nicht genannt.,https://ui.awin.com/merchant-profile/33739,2026-09-26
Kaffee,De'Longhi (UK),https://ui.awin.com/merchant-profile/25781,Awin (ID 25781; managed by Velstar),UK,"bis 10 % auf alle Sales (ohne VAT/P&P, nach Rabatten)",CLAIMED,15 Tage,VERIFIED,150 GBP (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed,UK,"30 Tage Validierung; Retouren abgelehnt. Verzeichnis affiliate-marketing.de nennt für UK nur 1 % – Widerspruch, im Programm prüfen.",https://ui.awin.com/merchant-profile/25781 ; https://www.affiliate-marketing.de/partnerprogramme/delonghi.com,2026-09-26
Kaffee,Breville (US),https://www.breville.com/us/en/learn-more/breville-affiliates-program.html,"Impact (ID 1268155, 'Breville|Sage Appliances')",US,bis 8 % des Bestellwerts,CLAIMED,30 Tage,VERIFIED,"Preisstichprobe: Barista Express 699,95 USD (breville.com, 2026-09-26, ausverkauft)",Ja – Content-Creator mit engagierter Community ausdrücklich angesprochen,UNKNOWN (nicht explizit),UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Nur Web-Sales über Affiliate-Link; keine Mindestumsätze; Breville + Breville Commercial.,https://www.breville.com/us/en/learn-more/breville-affiliates-program.html,2026-09-26
Kaffee,Sage Appliances (UK),https://www.sageappliances.com/uk/en/learn-more/sage-affiliates-program.html,Impact (ID 1268155; Agentur Silverbean),UK,bis 8 % des Bestellwerts,CLAIMED,30 Tage,VERIFIED,ca. 290 GBP (Programmseite),UNKNOWN (eigener Kontakt für Influencer/Content-Creator über Silverbean),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Keine Monatsziele; Programm-Management durch Silverbean (PMA-prämiert).,https://www.sageappliances.com/uk/en/learn-more/sage-affiliates-program.html,2026-09-26
Kaffee,Coffee Circle (DE),https://ui.awin.com/merchant-profile/14018,Awin (ID 14018),DE,5–13 % (Verzeichnis; im Awin-Profil nicht öffentlich),THIRD-PARTY ESTIMATE,60 Tage,VERIFIED,UNKNOWN,"UNKNOWN (Content-Angebote für Blogger: Fotos, Videos)",UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – tagesaktuelle Produktdaten (.csv),UNKNOWN,Spezialitätenkaffee + Zubehör/Maschinen; Abo-Potenzial.,https://ui.awin.com/merchant-profile/14018 ; https://www.affiliate-marketing.de/partnerprogramme/coffeecircle.com,2026-09-26
Kaffee,Kaffee24 (DE),https://ui.awin.com/merchant-profile/21380,Awin (ID 21380),DE,5–6 % je Sale,VERIFIED,30 Tage,VERIFIED,115 EUR (Awin-Profil),UNKNOWN (nur über Awin bereitgestellte Aktionen/Codes erlaubt),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,DE,"Stornoquote 0,5–1 %; abgelaufene Gutscheine binnen 24 h entfernen; 140.000 Besucher/Monat.",https://ui.awin.com/merchant-profile/21380,2026-09-26
Kaffee,Coffee Friend (DE/EU),UNKNOWN,Adtraction (DE); CJ (DE/EU),"DE, EU",Adtraction 10 %; CJ 4–10 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,260 EUR (Verzeichnis),UNKNOWN (Cashback und Gutschein-Marketing erlaubt),UNKNOWN,UNKNOWN,UNKNOWN,EU,,https://www.affiliate-marketing.de/partnerprogramme/coffeefriend.de,2026-09-26
Kaffee,Coffee Friend (UK),UNKNOWN,Adtraction (GB); CJ (GB),UK,Adtraction 10 %; CJ 4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,"260 EUR (Verzeichnis, programmübergreifend)",UNKNOWN (Cashback und Gutschein-Marketing erlaubt),UNKNOWN,UNKNOWN,UNKNOWN,UK,,https://www.affiliate-marketing.de/partnerprogramme/coffeefriend.de,2026-09-26
Kaffee,"Trade Coffee (US, Abo)",UNKNOWN,Impact; FlexOffers,US,Impact nicht öffentlich; FlexOffers 5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,US,Abo-Modell. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/drinktrade.com,2026-09-26
Kaffee,Fellow (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Kein Affiliate-Link im Footer der Website gefunden; Verzeichnis-Stand 07/2025.,https://www.affiliate-marketing.de/partnerprogramme/fellowproducts.com,2026-09-26
Kaffee,Seattle Coffee Gear (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,US,Nur 'Media Partners'-Seite im Footer; Verzeichnis-Stand 07/2025.,https://www.affiliate-marketing.de/partnerprogramme/seattlecoffeegear.com,2026-09-26
Kaffee,Blue Bottle Coffee (US),UNKNOWN,Ascend (Listing); Subnetze,US,Ascend 5 %; FlexOffers 4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/bluebottlecoffee.com,2026-09-26
Kaffee,"Atlas Coffee Club (US, Abo)",UNKNOWN,Ascend (Listing),US,10 USD pro Lead,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Lead-basiert (Abo-Abschluss).,https://www.affiliate-marketing.de/partnerprogramme/atlascoffeeclub.com,2026-09-26
