nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum
Garten,"GARTEN VON EHREN (DE, Pflanzen/Gehölze)",https://www.adcell.de/partnerprogramme/garten-von-ehren,Adcell (ID 11739),DE,10% Sale,VERIFIED,30 Tage,VERIFIED,"84,42 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,SEM nicht erlaubt; Stornoquote 7%,https://www.adcell.de/partnerprogramme/garten-von-ehren,2026-09-26
Garten,heckenpflanzen.de (DE),https://www.adcell.de/partnerprogramme/heckenpflanzen.de,Adcell (ID 17286),DE,5% Sale,VERIFIED,14 Tage,VERIFIED,"500,00 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Kein SEM/PLA/Cashback/Gutschein – also faktisch Content-/Social-Programm,https://www.adcell.de/partnerprogramme/heckenpflanzen.de,2026-09-26
Garten,Thompson & Morgan (UK),https://ui.awin.com/merchant-profile/2283,Awin,UK,"8% Standard (auf Netto nach MwSt., ohne Versand); 0% auf bestimmte Drittanbieter-Produkte/Aktionen",VERIFIED,30 Tage (saisonale Aktionen),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Ja – regelmäßig aktualisierter Produktfeed,UK,"Brand: ""key sales period is the spring""; Auszahlung 14-tägig; nur autorisierte Codes",https://ui.awin.com/merchant-profile/2283,2026-09-26
Garten,Crocus (UK),https://ui.awin.com/merchant-profile/7833,Awin,UK,"10% Pflanzen; 7% Produkte (Töpfe, Feuerschalen, Möbel)",VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Keine Provision auf eVouchers und echte Weihnachtsbäume,https://ui.awin.com/merchant-profile/7833,2026-09-26
Garten,"Lively Root (US, Zimmerpflanzen)",https://ui.awin.com/merchant-profile/29729,Awin + Code-basiertes Programm,USA,Awin: 5% oder höher je Account; Brand-Seite: bis zu 20% (Code-/Affiliate-Programm),VERIFIED,"Widersprüchlich: Profil-Header 7 Tage, Programmtext 30 Tage",VERIFIED,UNKNOWN,Ja (Rabattcode für Community/Creator),UNKNOWN,UNKNOWN,UNKNOWN,Nur USA,Auszahlung innerhalb 30 Tagen; Cookie: widersprüchlich,https://ui.awin.com/merchant-profile/29729 ; https://www.livelyroot.com/pages/affiliates,2026-09-26
Garten,"The Sill (US, Zimmerpflanzen)",https://app.impact.com/advertiser-advertiser-info/The-Sill.brand,Impact,USA,2–10% (Standardkampagne 10%),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/The-Sill.brand,2026-09-26
Garten,"Eden Brothers (US, Saatgut/Zwiebeln)",https://app.impact.com/advertiser-advertiser-info/Eden-Brothers.brand,Impact,USA,2% Standard; 10% Creator-Kampagne (seit 07/2026),VERIFIED,30 Tage,VERIFIED,UNKNOWN,Ja – eigene Creator-Kampagne,Ja (Creator-Kampagne),UNKNOWN,UNKNOWN,US,Creator-Rate 5x höher als Standard,https://app.impact.com/advertiser-advertiser-info/Eden-Brothers.brand,2026-09-26
Garten,Gardener's Supply Company (US),https://app.impact.com/advertiser-advertiser-info/Gardeners-Supply-Company.brand,Impact,USA,4% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/Gardeners-Supply-Company.brand,2026-09-26
Garten,"Gardyn (US, Indoor Vertical Garden)",https://app.impact.com/advertiser-advertiser-info/Gardyn.brand,Impact,USA,12–100 USD fix pro Sale (CPA),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,"Ja – ""code or link"", Creator-orientiert",UNKNOWN,UNKNOWN,UNKNOWN,US,Fixe CPA statt %; Abo-Membership des Kunden (keine Recurring-Provision belegt),https://app.impact.com/advertiser-advertiser-info/Gardyn.brand,2026-09-26
Garten,Click & Grow (Indoor Smart Garden),https://www.clickandgrow.com/pages/affiliate-program,Eigenes Programm; Gutschein-/Deal-Seiten via Rakuten (ID 45020) oder CJ (CID 4297609),USA/EU/international,10% oder mehr + Bonus-Provisionen,VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Stichprobe 26.09.2026: Smart Garden 9 PRO 299,95 USD; Smart Garden 27 899,95 USD)","Ja – Content-Creator, Tracking-Link oder Promo-Code; Gratis-Gärten für passende Partner","Ja (Creator-Programm, Codes)",UNKNOWN,UNKNOWN,International (US/EU-Shops),Gutschein-/Deal-Seiten nicht im Hauptprogramm; Auszahlung monatlich ab 50 USD,https://www.clickandgrow.com/pages/affiliate-program,2026-09-26
Garten,"Lettuce Grow (US, Farmstand)",https://app.impact.com/advertiser-advertiser-info/Lettuce-Grow.brand,Impact + Superfiliate (Creator-Portal),USA,4% Online Sale,VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Farmstand 599–1.449 USD Listenpreis, Stichprobe 26.09.2026)",Ja – Superfiliate-Creator-Portal,UNKNOWN,UNKNOWN,UNKNOWN,US,Performance-Boni/Cash-Boni lt. Brand,https://app.impact.com/advertiser-campaign-info/Lettuce-Grow.brand ; https://www.lettucegrow.com/pages/affiliate,2026-09-26
Garten,Segway Navimow (Mähroboter),https://navimow.segway.com/pages/affiliate-program,ShareASale (Merchant 154959; Plattform seit 2025 in Awin überführt),USA (US-Shop),UNKNOWN (nicht im Seitentext),UNKNOWN,90 Tage,VERIFIED,"UNKNOWN (Mähroboter 799–3.199 USD, Stichprobe 26.09.2026)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US-Shop; EU-Vertrieb separat,"Brand wirbt mit ""High-Value Sales""; monatliche Auszahlung; stark saisonal (Mähsaison)",https://navimow.segway.com/pages/affiliate-program,2026-09-26
Garten,Mammotion (Mähroboter LUBA/YUKA),https://app.impact.com/advertiser-advertiser-info/Mammotion-Tech.brand,Impact,"DE/EU (FR, IT, ES, NL, PL, DK, SE), UK, US, CA, AU",3% je Markt; US 3–15%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,International (länderspezifische Kampagnen),Eine der wenigen Mähroboter-Marken mit DE-Kampagne auf Impact,https://app.impact.com/advertiser-advertiser-info/Mammotion-Tech.brand,2026-09-26
Garten,"ANTHBOT (DE, Mähroboter)",https://ui.awin.com/merchant-profile/125144,Awin,DE,mind. 10%,VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Profil nennt ""Average Order Value"" ohne Zahl)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE-Store,"""Seasonal promotions"" ausdrücklich",https://ui.awin.com/merchant-profile/125144,2026-09-26
Garten,Ecovacs DE (Saugroboter + GOAT-Mähroboter),https://ui.awin.com/merchant-profile/30763,Awin,DE,5%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,"UNKNOWN (Creatives: Gutscheine, Deals, Banner, Newsletter)",UNKNOWN,UNKNOWN,UNKNOWN,DE,Brand-Bidding (TM/TM+) verboten; deckt Reinigungs- und Mähroboter ab,https://ui.awin.com/merchant-profile/30763,2026-09-26
Garten,"Greenworks Tools (US, Akku-Gartengeräte)",https://app.impact.com/advertiser-advertiser-info/Greenworks-Tools.brand,Impact,USA,"3–6% (Kampagnen 3%, 3% (14 Tage) und 6%)",VERIFIED,30 Tage (eine Kampagne 14 Tage),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Mehrere Kampagnen parallel,https://app.impact.com/advertiser-advertiser-info/Greenworks-Tools.brand,2026-09-26
Tools/DIY,The Home Depot (US),https://app.impact.com/advertiser-advertiser-info/The-Home-Depot.brand,Impact,USA,1–8% je Kategorie/Kampagne; Standardkampagne 1% (Referral Period 1 Tag); Zusatzkampagne 8% mit 14 Tagen (seit 10/2024),VERIFIED,1 Tag (Standard) bzw. 14 Tage (8%-Kampagne),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US (+ separate Canada-Programme),Extrem kurzes Cookie in der Hauptkampagne; Ryobi/Milwaukee/Makita/DeWalt in den USA typischerweise über Home Depot/Lowe's/Acme monetarisierbar,https://app.impact.com/advertiser-advertiser-info/The-Home-Depot.brand,2026-09-26
Tools/DIY,Lowe's (US),https://app.impact.com/advertiser-advertiser-info/Lowes.brand,Impact,USA,1% Online Sale (auch App-Sales Android/iOS 1%),VERIFIED,1 Tag,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,1-Tages-Fenster; Auszahlung 2 Monate + 2 Tage nach Monatsende,https://app.impact.com/advertiser-campaign-info/Lowes.brand,2026-09-26
Tools/DIY,Ace Hardware (US),https://app.impact.com/advertiser-advertiser-info/Ace-Hardware.brand,Impact,USA,2% Online Sale,VERIFIED,10 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/Ace-Hardware.brand,2026-09-26
Tools/DIY,"Acme Tools (US, Power-Tool-Händler)",https://app.impact.com/advertiser-advertiser-info/Acme-Tools.brand,Impact,USA,2% Online Sale; Creator-Kampagne (Platzhalter),VERIFIED,15 Tage,VERIFIED,UNKNOWN,"UNKNOWN (Creator-Kampagne vorhanden, 0%/Platzhalter)",UNKNOWN,UNKNOWN,UNKNOWN,US,Autorisierter Händler für Milwaukee/DeWalt/Makita etc.,https://app.impact.com/advertiser-advertiser-info/Acme-Tools.brand,2026-09-26
Tools/DIY,"VEVOR (Werkzeug/Equipment, global)",https://app.impact.com/advertiser-advertiser-info/VEVOR.brand,Impact,USA + weitere Länderkampagnen,4–5% Online Sale (mehrere Länderkampagnen je 5%),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,International (US/EU/UK/AU u.a.),"Zusätzlich Awin-Programme für UK/Rest of Europe (IDs 28839, 118431 im Awin-Verzeichnis)",https://app.impact.com/advertiser-advertiser-info/VEVOR.brand,2026-09-26
Tools/DIY,"B&Q / Tradepoint (Kingfisher, UK)",https://app.impact.com/advertiser-advertiser-info/Kingfisher.brand,Impact,UK,B&Q: 2% Sale (Web + App); TradePoint: 4% Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,App-Sales werden getrackt; Service-Buchungen/Club-Signup 0,https://app.impact.com/advertiser-advertiser-info/Kingfisher.brand,2026-09-26
Tools/DIY,"Robert Dyas (UK, Haushalt/Garten/DIY)",https://ui.awin.com/merchant-profile/1528,Awin,UK,1% Basisrate (Erhöhung für Exposure möglich; bei Nicht-Last-Click oder Gutschein zurück auf 1%),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Nur autorisierte Codes; keine Provision auf Geschenkgutscheine,https://ui.awin.com/merchant-profile/1528,2026-09-26
Tools/DIY,OBI (DE),https://ui.awin.com/merchant-profile/9326,Awin,DE,Standard 2%; Gutschein 3%; Cashback 5%; PSM 5%; Content 7%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Click & Collect-Käufe und HeyOBI-App nicht vergütet; Cookies in laufender Session nicht überschrieben,https://ui.awin.com/merchant-profile/9326,2026-09-26
Tools/DIY,hagebau.de (DE),https://ui.awin.com/merchant-profile/11513,Awin,DE,Standard 6%; Content-Partner 10%; Cashback 5%; Metanetzwerke 3%,VERIFIED,60 Tage,VERIFIED,>260 EUR netto (vom Händler genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Exklusive Gutscheine/Themenwochen auf Anfrage,https://ui.awin.com/merchant-profile/11513,2026-09-26
Tools/DIY,toom Baumarkt (DE),https://ui.awin.com/merchant-profile/16017,Awin (Agentur Hearts & Science),DE,"Content 8%; Cashback 6%; Sonstige 5%; Gutschein 4%; Liveshopping 3% (""bis zu 10% je Vertical"" lt. toom.de)",VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Ja – aktueller Produktdatenfeed (toom.de),DE,Leads (Vorteilskarte) nicht vergütet,https://ui.awin.com/merchant-profile/16017 ; https://toom.de/wissen-service/toom-affiliate-programm/,2026-09-26
Tools/DIY,BAUHAUS (DE),https://affiliates.bauhaus.info/,"Inhouse-/Premium-Plattform (Agentur Sunlab, Tracking via clickfire)",DE,Content 7%; Influencer 7%; Cashback & Loyalty 7%; Standard 5%,VERIFIED,30 Tage (1st-Party-Cookie + Server-Tracking),VERIFIED,UNKNOWN,Ja – eigene Influencer-Provisionsstufe (7%),Ja (Influencer-Stufe),Ja (Deeplinks lt. 100partnerprogramme),"Ja – laufend aktualisierter Produktdatenfeed, Produkt-Widget",DE,Nicht auf Awin; SEA nur nach Absprache; Bearbeitungszeit max. 60 Tage (Drittquelle),https://affiliates.bauhaus.info/ ; https://www.100partnerprogramme.de/p/bauhaus-4247/,2026-09-26
Tools/DIY,"Contorion (DE, Werkzeug/Profi-Bedarf)",https://ui.awin.com/merchant-profile/14578,Awin,DE,bis 6%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,"Nein über Awin: ""individuelle Influencer"" ausgeschlossen – Kooperation direkt über social@contorion.de",Nein über Awin (nur Direktkooperation),UNKNOWN,Ja – aktueller Produktdatenfeed,DE,"Ausgeschlossen: Cashback, Rabattcode-Publisher, Influencer, Browser-Extensions, CSS, SEM/Brand-Bidding; Vertriebsteam-Bestellungen nicht provisioniert",https://ui.awin.com/merchant-profile/14578,2026-09-26
Tools/DIY,Globus Baumarkt (DE),https://ui.awin.com/merchant-profile/11830,Awin,DE,UNKNOWN (nicht öffentlich),UNKNOWN,30 Tage,VERIFIED,"UNKNOWN (Konversionsrate Affiliate-Traffic >5,4%, Bestätigungsrate >92,06% lt. Händler)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Auszahlung ab 30 Tagen,https://ui.awin.com/merchant-profile/11830,2026-09-26
Tools/DIY,myToolStore (DE),https://www.adcell.de/partnerprogramme/mytoolstore,Adcell (ID 18222),DE,4–10% Sale,VERIFIED,30 Tage (+ Postview),VERIFIED,"1.143,36 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,Sehr hoher Ø Warenkorb; SEM nicht erlaubt; Ø Freigabe 28 Tage (max. 56),https://www.adcell.de/partnerprogramme/mytoolstore,2026-09-26
Tools/DIY,TOOLINEO (DE),https://www.adcell.de/partnerprogramme/toolineo,Adcell (ID 6727),DE,2–5% Sale,VERIFIED,60 Tage,VERIFIED,"83,32 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,Brand-Bidding auf Google/Bing verboten; Stornoquote 2%,https://www.adcell.de/partnerprogramme/toolineo,2026-09-26
Cleaning/Organization,Dyson (DE),https://ui.awin.com/merchant-profile/12802,Awin,DE,"Editorial Content 7%; Cashback 5%; Comparison 5%; Sub-Networks 3%; Student/Employee 3%; Referral 2,5%; Coupon 2% (auf Netto-Warenkorb)",VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Zubehör/Ersatzteile nicht provisioniert; keine Provision bei eingelösten nicht von Dyson gestellten Gutscheinen (seit 02/2021),https://ui.awin.com/merchant-profile/12802,2026-09-26
Cleaning/Organization,Dyson (UK),https://app.impact.com/advertiser-advertiser-info/Dyson.brand,Impact,UK,1% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Sehr niedrige Rate im Vergleich zu DE-Content-Stufe,https://app.impact.com/advertiser-campaign-info/Dyson.brand,2026-09-26
Cleaning/Organization,SharkNinja (US),https://app.impact.com/advertiser-advertiser-info/SharkNinja.brand,Impact,USA,"Shark & Ninja je 1–4% (Standard 4%, 7 Tage); neue Kampagne 10% mit 30 Tagen (seit 07/2026)",VERIFIED,7 Tage (Standard) / 30 Tage (neue Kampagne),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Auszahlung 15 Tage nach Monatsende,https://app.impact.com/advertiser-advertiser-info/SharkNinja.brand,2026-09-26
Cleaning/Organization,SharkNinja (DE),https://ui.awin.com/merchant-profile/19810,Awin,DE,bis 5%; Influencer 5%; Cashback 2–6%; Voucher/Deal 1–2% (Stand 15.03.2025),VERIFIED,30 Tage (Postview 24 h nach Absprache),VERIFIED,146 EUR (vom Brand genannt),Ja – eigene Influencer-Provisionsgruppe (5%),Ja (Influencer-Gruppe),Ja – Deep Links in Affiliate-Kommunikation,UNKNOWN,DE,30 Tage Validierungszeit,https://ui.awin.com/merchant-profile/19810,2026-09-26
Cleaning/Organization,Tineco (Nordamerika + UK),https://app.impact.com/advertiser-advertiser-info/Tineco.brand,Impact (Account ECOVACS Global),USA/Kanada/UK,5% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"US, CA, UK",Nasssauger/Waschsauger,https://app.impact.com/advertiser-advertiser-info/Tineco.brand,2026-09-26
Cleaning/Organization,Dreame (US),https://app.impact.com/advertiser-advertiser-info/Dreametech.brand,Impact,USA (+ Dreame Germany-Kampagne mit 0%),6–15% (Standard 6%; neue Kampagne 10% seit 08/2026),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US; DE-Kampagne vorhanden aber 0% ausgewiesen,Saugroboter; DE-Kampagne auf Impact derzeit ohne öffentliche Rate,https://app.impact.com/advertiser-advertiser-info/Dreametech.brand,2026-09-26
Cleaning/Organization,Roborock (US),https://us.roborock.com/pages/roborock-affiliate-program,"Impact (""Roborock Official Store Program"") + CJ (CID 6100283)",USA,4–7%,VERIFIED,Widersprüchlich auf derselben Seite: 45 bzw. 35 Tage,VERIFIED,>400 USD (vom Brand genannt),UNKNOWN,UNKNOWN,"Ja (Links, Banner)","Ja – ""Full Data Feed available on Impact""",US,Bewerbung wird geprüft; Provision erst nach Freigabe; Cookie: widersprüchlich,https://us.roborock.com/pages/roborock-affiliate-program,2026-09-26
Cleaning/Organization,Ecovacs (UK),https://ui.awin.com/merchant-profile/30761,Awin,UK,5%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,TM/TM+-Bidding strikt verboten; auch GOAT-Mähroboter im Sortiment,https://ui.awin.com/merchant-profile/30761,2026-09-26
Cleaning/Organization,"Vorwerk (DE, Kobold/Thermomix)",https://ui.awin.com/merchant-profile/14937,Awin,DE,"Kobold-Sauger 5% (Saugroboter VR7 3,5%); Thermomix TM6/TM7 10 EUR fix; Zubehör 1,50 EUR",VERIFIED,60 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Thermomix nur Fixbetrag trotz ca. 1.500 EUR Preis,https://ui.awin.com/merchant-profile/14937,2026-09-26
Cleaning/Organization,Bosch Hausgeräte (DE),https://ui.awin.com/merchant-profile/102205,Awin,DE,4% CPO auf alle Produkte,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Ja – aktueller Produktfeed,DE,Bosch-Hausgeräte (inkl. Staubsauger); Bosch Power Tools DIY/Professional: kein eigenes Programm gefunden,https://ui.awin.com/merchant-profile/102205,2026-09-26
Cleaning/Organization,Joseph Joseph (UK),https://ui.awin.com/merchant-profile/30663,Awin,UK,Basis 3%; Editorial/Influencer 5% (je nach Warenkorb); Cashback 3–5% (Neukunden ≥85 GBP 5%),VERIFIED,30 Tage,VERIFIED,UNKNOWN,Ja – Influencer-Stufe ausdrücklich,Ja (Influencer-Stufe),UNKNOWN,Ja – täglich aktualisierter Produktfeed,UK,—,https://ui.awin.com/merchant-profile/30663,2026-09-26
Cleaning/Organization,The Container Store (US),https://app.impact.com/advertiser-advertiser-info/The-Container-Store.brand,Impact,USA,2% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Custom Spaces (Closet/Pantry/Garage) mit hohem Ticket,https://app.impact.com/advertiser-campaign-info/The-Container-Store.brand,2026-09-26
Cleaning/Organization,Yamazaki Home (US/CA),https://app.impact.com/advertiser-advertiser-info/Yamazaki-Home.brand,Impact,USA/Kanada,7% Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"US, CA","Direktprogramm vorhanden (Frage ""Direkt?"" = ja, via Impact); US-Auszahlung 3 Monate + 15 Tage nach Monatsende",https://app.impact.com/advertiser-advertiser-info/Yamazaki-Home.brand,2026-09-26
Cleaning/Organization,simplehuman (US),https://app.impact.com/advertiser-advertiser-info/simplehuman.brand,Impact,USA,5% Online Sale,VERIFIED,15 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/simplehuman.brand,2026-09-26
Cleaning/Organization,"Blueland (US, Nachfüll-Reiniger)",https://app.impact.com/advertiser-advertiser-info/Blueland.brand,Impact,USA,5–20% Online Sale (Standard 5%); Recurring Subscription 0%; Creator-Kampagne 5%; Kampagne 10%/14 Tage,VERIFIED,30 Tage (eine Kampagne 14 Tage),VERIFIED,UNKNOWN,Ja – Creator-Kampagne,Ja (Creator-Kampagne),UNKNOWN,UNKNOWN,US,Abo-Folgeumsätze ausdrücklich mit 0% → keine Recurring-Provision,https://app.impact.com/advertiser-advertiser-info/Blueland.brand,2026-09-26
Cleaning/Organization,Branch Basics (US),https://ui.awin.com/merchant-profile/90429,Awin,USA,10%,VERIFIED,30 Tage,VERIFIED,ca. 60 USD (vom Brand genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Nur USA,—,https://ui.awin.com/merchant-profile/90429,2026-09-26
Cleaning/Organization,"Cleangang (DE, Reinigungsmittel-Abo)",https://www.adcell.de/partnerprogramme/cleangang,Adcell (ID 18085),DE,5–9% Sale,VERIFIED,21 Tage (+ Postview),VERIFIED,"36,04 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,"Ja (Deeplink, XML-Feed-Tag)",Ja (XML-Tag),DE,Stornoquote 58% (sehr hoch); SEM/Gutschein nicht erlaubt,https://www.adcell.de/partnerprogramme/cleangang,2026-09-26
Automotive,"Chemical Guys (US, Car Detailing)",https://www.chemicalguys.com/pages/affiliate-program,CJ (CID 4615063),USA,bis 10%,VERIFIED,UNKNOWN,UNKNOWN,>100 USD durchschnittlicher Sale (vom Brand genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Wöchentlich neue Produkte lt. Brand,https://www.chemicalguys.com/pages/affiliate-program,2026-09-26
Automotive,Advance Auto Parts (US),https://app.impact.com/advertiser-advertiser-info/Advance-Auto-Parts.brand,Impact,USA,4% Online Sale; separate Influencer-Kampagne (Rate nicht öffentlich),VERIFIED,30 Tage,VERIFIED,UNKNOWN,"Ja – eigene Kampagne für ""content influencers""",UNKNOWN,UNKNOWN,UNKNOWN,US,Auszahlung 1 Monat + 25 Tage nach Monatsende,https://app.impact.com/advertiser-advertiser-info/Advance-Auto-Parts.brand,2026-09-26
Automotive,"CARiD (US, Autozubehör)",https://app.impact.com/advertiser-advertiser-info/CARiD.brand,Impact,USA,1% Purchase,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Auszahlung 27 Tage nach Freigabe (max. 12 Monate),https://app.impact.com/advertiser-campaign-info/CARiD.brand,2026-09-26
Automotive,"JEGS (US, Performance-Teile)",https://app.impact.com/advertiser-advertiser-info/Jegs.brand,Impact,USA,1–3% (Standard 1%),VERIFIED,5 Tage,VERIFIED,260 USD (vom Händler genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Sehr kurzes Cookie,https://app.impact.com/advertiser-campaign-info/Jegs.brand,2026-09-26
Automotive,"Nextbase (US, Dashcams)",https://app.impact.com/advertiser-advertiser-info/Nextbase.brand,Impact,USA,5% Online Sale,VERIFIED,14 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/Nextbase.brand,2026-09-26
Automotive,"Nextbase (UK, Dashcams)",https://ui.awin.com/merchant-profile/22563,Awin,UK,8% Standard (Erhöhungen möglich),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Validierung 30 Tage nach Transaktion; kein Brand-PPC,https://ui.awin.com/merchant-profile/22563,2026-09-26
Automotive,"Nextbase (DE, Dashcams)",https://ui.awin.com/merchant-profile/105597,Awin,DE,6% Standard (Erhöhungen möglich),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Validierung 30 Tage; kein Brand-PPC,https://ui.awin.com/merchant-profile/105597,2026-09-26
Automotive,Autodoc (DE),https://ui.awin.com/merchant-profile/10444,Awin,DE (+ viele EU-Länderprogramme),"8% (4% für wiederkehrende Kunden mit >3 Käufen, letzter <6 Monate)",VERIFIED,"Profil-Header 30 Tage; Programmtext ""Cookies 45 Tage""",VERIFIED,"UNKNOWN (Konversion >5,5% lt. Händler)","UNKNOWN (bevorzugt Preisvergleich, Gutschein, Cashback, Display, E-Mail)",UNKNOWN,UNKNOWN,UNKNOWN,EU-weit,Bestätigung in 14–30 Tagen; Cookie: widersprüchlich,https://ui.awin.com/merchant-profile/10444,2026-09-26
Automotive,Autodoc (UK),https://ui.awin.com/merchant-profile/12639,Awin,UK,8% (4% Bestandskunden mit ≥1 Bestellung in 12 Monaten),VERIFIED,Profil-Header 30 Tage; Text 45 Tage,VERIFIED,"UNKNOWN (Konversion >5,5%)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Bestätigung 14–30 Tage; Cookie: widersprüchlich,https://ui.awin.com/merchant-profile/12639,2026-09-26
Automotive,kfzteile24 (DE),https://ui.awin.com/merchant-profile/13928,Awin + Impact,DE,Neukunden 6–8% (Staffel); Bestandskunden 4–6%,VERIFIED,30 Tage,VERIFIED,"""hoher durchschn. Warenkorbwert"" (keine Zahl)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,"Zielgruppe zu 90% männlich, 20–55 J.; keine neuen Gutscheinpartner; saisonabhängige Aktionen",https://ui.awin.com/merchant-profile/13928 ; https://www.kfzteile24.de/partnerprogramm,2026-09-26
Automotive,Motointegrator (DE/AT),https://ui.awin.com/merchant-profile/13940,Awin,DE/AT,2–7%; Preisvergleiche/Gutscheinpartner 2–4%,VERIFIED,30 Tage,VERIFIED,160 EUR (vom Händler genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE/AT,Nicht freigegebene Gutscheine → Sale abgelehnt,https://ui.awin.com/merchant-profile/13940,2026-09-26
