shortcode,url,handle,posted_at_utc,is_new,seen_last_week,age_days,views,metric,topic_index,topic_pct,in_top_quartile,followers,followers_source,vpf,tier,likes,comments,likes_per_view,n_topics,topics,topic_group,kw_room,kw_style,kw_setting,kw_combo,hook,hook_source,hook_h,ai_disclosed_kw,caption_first_line,code_room,code_style,code_hook,code_production,code_realism
C3abe85I_vw,https://www.instagram.com/reel/C3abe85I_vw/,sireen.design,2024-02-16T15:12:33.867000+00:00,False,,951.4,7400000,views,4.3036,0.8333,True,94000,embed_reel,78.7234,5_EXTREME_OUTLIER,125846,526,0.017,1,ai-interior-design,ai,living_room,other,none,other × living_room,descriptive,code,aspirational,False,"Interior design for living room 🤎✨ Software: 3D max , vray ,Photoshop #architecture",living_room,modern_luxury,descriptive,3d_render,aspirational_realistic
DKCzq1ROSYc,https://www.instagram.com/reel/DKCzq1ROSYc/,benignitiles,2025-05-24T16:58:37.051000+00:00,False,,488.3,2900000,views,4.3027,0.9167,True,184000,embed_reel,15.7609,4_VIRAL,66041,633,0.0228,1,luxury-pool,pool,pool,modern_luxury,none,modern_luxury × pool,promotional,code,descriptive,False,For you that doubt about the #luxuryglass #resistant of our #pools we wanted to try it out firs,pool,other,promotional,real_footage,real_existing
DZ_JYrbhmDc,https://www.instagram.com/reel/DZ_JYrbhmDc/,cozy_cabin_diaries,2026-06-24T23:13:43.312000+00:00,False,,92.0,733000,views,4.3016,0.8333,True,25000,embed_reel,29.32,5_EXTREME_OUTLIER,57698,689,0.0787,3,ai-cozy-cabin;cozy-cabin-in-the-snow;cozy-winter-cabin,ai,whole_home,cozy_rustic,mountain_snow,cozy_rustic × whole_home,descriptive,code,descriptive,False,The storm hasn't stopped in three days.,whole_home,cozy_rustic,descriptive,ai_generated,stylized_dreamy
Da2LadfSUXi,https://www.instagram.com/reel/Da2LadfSUXi/,watchthebuild,2026-07-16T08:09:40.247000+00:00,False,,70.7,529000,views,4.2834,0.9167,True,106000,embed_reel,4.9906,3_VERY_GOOD,6768,31,0.0128,1,biophilic-bedroom-design,style,bedroom,biophilic,none,biophilic × bedroom,descriptive,code,descriptive,False,"Empty Bedroom to Calm Green Retreat An empty modern bedroom becomes a calm, c",bedroom,japandi,descriptive,ai_generated,aspirational_realistic
DWFHX7KiGay,https://www.instagram.com/reel/DWFHX7KiGay/,yumiheiwa,2026-03-19T20:46:00.558000+00:00,False,,189.1,2400000,views,4.2553,0.8333,True,23000,embed_reel,104.3478,5_EXTREME_OUTLIER,369508,359,0.154,1,quiet-luxury,luxury_room,other,cozy_rustic,none,cozy_rustic × other,aspirational,code,aspirational,False,"Quiet life | I hope your day was good, take care of yourself #quietlife #softlife #calm #cozy",other,other,aspirational,real_footage,real_existing
CwTBiWeK6uY,https://www.instagram.com/reel/CwTBiWeK6uY/,ki.render,2023-08-23T18:31:23.669000+00:00,False,,1128.2,7300000,views,4.2454,0.75,True,19000,embed_reel,384.2105,5_EXTREME_OUTLIER,722073,593,0.0989,1,ai-interior-design,ai,kitchen,other,none,other × kitchen,descriptive,code,aspirational,False,Living & kitchen area 🤎 .,living_room,biophilic,descriptive,3d_render,aspirational_realistic
Cl8TfGkJENr,https://www.instagram.com/reel/Cl8TfGkJENr/,abby.architecture,2022-12-09T09:31:45.825000+00:00,False,,1385.6,1200000,views,4.2105,0.9167,True,222000,embed_reel,5.4054,4_VIRAL,107435,192,0.0895,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,"I'm so relieved to be done with this project :,) also model was made with @sketchup_official and rendered",other,industrial,descriptive,real_footage,real_existing
DSXf1Yzj91c,https://www.instagram.com/reel/DSXf1Yzj91c/,dshousetransformation,2025-12-17T14:00:30.016000+00:00,False,,281.4,4100000,views,4.1624,0.75,True,441000,embed_reel,9.2971,4_VIRAL,41452,121,0.0101,1,ai-home-design,ai,whole_home,modern_luxury,none,modern_luxury × whole_home,curiosity,code,aspirational,False,From humble beginnings to a stunning modern sanctuary!,bedroom,other,curiosity,ai_generated,aspirational_realistic
CFzTn80qKjM,https://www.instagram.com/reel/CFzTn80qKjM/,jordi.koalitic,2020-10-01T12:55:11.682000+00:00,False,,2184.5,7700000,views,4.1622,1.0,True,7000000,embed_reel,1.1,2_GOOD,505291,2018,0.0656,1,infinity-pools,pool,pool,other,none,other × pool,descriptive,code,descriptive,False,Infinite pool ♾ Thanks @gloriette_guesthouse for the experience 💧 .,pool,minimalist,descriptive,real_footage,real_existing
DaVu1dXowjz,https://www.instagram.com/reel/DaVu1dXowjz/,jermrugs,2026-07-03T17:44:15.240000+00:00,False,,83.3,1300000,views,4.1467,0.8333,True,91000,embed_reel,14.2857,4_VIRAL,12331,82,0.0095,1,japandi,style,other,japandi,none,japandi × other,descriptive,code,descriptive,False,⁨ ⁨ نسيم الساكورا: هدوء ياباني-سكندناڤي (Japandi) بروح خليجية.,living_room,japandi,descriptive,real_footage,real_existing
DV1TGjKguzz,https://www.instagram.com/reel/DV1TGjKguzz/,processlabstudio,2026-03-13T17:20:38.766000+00:00,False,,195.3,4600000,views,4.146,0.6667,False,10000,embed_reel,460.0,5_EXTREME_OUTLIER,223902,239,0.0487,1,underground-house,unusual_home,bathroom,modern_luxury,none,modern_luxury × bathroom,curiosity,code,descriptive,False,Luxury bunker built beneath a modern mansion.,whole_home,modern_luxury,curiosity,ai_generated,aspirational_realistic
DPuHH28jJm7,https://www.instagram.com/reel/DPuHH28jJm7/,kheer_rvt,2025-10-12T19:12:55.122000+00:00,False,,347.2,1200000,views,4.1166,0.875,True,1700000,embed_reel,0.7059,2_GOOD,0,,,1,parametric-architecture,future_arch,whole_home,futuristic,none,futuristic × whole_home,none,code,descriptive,False,Parametric Origami !😬🔥 كـ تكملة للريل السابق.,whole_home,biophilic,none,ai_generated,stylized_dreamy
C2UKHhlodMF,https://www.instagram.com/reel/C2UKHhlodMF/,alaligroup0786,2024-01-20T08:13:58.820000+00:00,False,,978.7,1400000,views,4.023,0.75,True,227000,embed_reel,6.1674,4_VIRAL,57879,121,0.0413,1,luxury-bedroom,luxury_room,bedroom,modern_luxury,none,modern_luxury × bedroom,descriptive,code,descriptive,False,"Full Furnished Luxurious Bedroom, #reels #reelsinstagram #instagram #viral #viralvideos #videos #be",bedroom,classical,descriptive,real_footage,real_existing
DVRdL5wkkIK,https://www.instagram.com/reel/DVRdL5wkkIK/,neuraltransform,2026-02-27T19:16:05.946000+00:00,False,,209.2,2700000,views,4.0059,0.8333,True,83000,embed_reel,32.5301,5_EXTREME_OUTLIER,42116,59,0.0156,2,infinity-pools;luxury-pool,pool,pool,modern_luxury,desert,modern_luxury × pool,curiosity,code,descriptive,False,They turned a desert hill into THIS?!,pool,modern_luxury,curiosity,ai_generated,stylized_dreamy
DA_euRjtll8,https://www.instagram.com/reel/DA_euRjtll8/,kimiyarc,2024-10-11T17:15:19.072000+00:00,False,,713.3,1100000,views,3.8596,0.8333,True,70000,embed_reel,15.7143,4_VIRAL,88260,241,0.0802,1,architecture-design,architecture,whole_home,other,none,other × whole_home,aspirational,code,descriptive,False,-plan a: become a successful architect -plan b: plan a ✨ _______________________________,whole_home,other,aspirational,real_footage,real_existing
DScqiv1EsV0,https://www.instagram.com/reel/DScqiv1EsV0/,luxurydreamhub,2025-12-19T14:10:16.643000+00:00,False,,279.4,2000000,views,3.7951,0.75,True,1000000,embed_reel,2.0,3_VERY_GOOD,125898,575,0.0629,1,modern-luxury-house-interiors,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,aspirational,False,Redefining modern elegance in a sanctuary of light and luxury.,bedroom,modern_luxury,aspirational,ai_generated,stylized_dreamy
DAGRW5NPUo1,https://www.instagram.com/reel/DAGRW5NPUo1/,petersoncabinetworks,2024-09-19T12:01:49.171000+00:00,False,,735.5,2700000,views,3.7868,0.9167,True,29000,embed_reel,93.1034,5_EXTREME_OUTLIER,84112,480,0.0312,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,descriptive,code,descriptive,False,"We love the final result of this elegant, modern kitchen.",kitchen,modern_luxury,descriptive,real_footage,real_existing
C3khRTYoTcD,https://www.instagram.com/reel/C3khRTYoTcD/,stayvista_official,2024-02-20T13:15:32.106000+00:00,False,,947.4,6500000,views,3.5135,0.9167,True,835000,embed_reel,7.7844,4_VIRAL,219833,11561,0.0338,1,infinity-pools,pool,bedroom,modern_luxury,lake_river,modern_luxury × bedroom,promotional,code,location,False,"Dive into luxury at our breathtaking infinity pool villa🌅🌟 Sunset on the Lake,Igatpuri 📍 5 Bedrooms🛏️ | 6 Baths🛁| 20 gue",pool,modern_luxury,promotional,real_footage,real_existing
DXw2UALMrdq,https://www.instagram.com/reel/DXw2UALMrdq/,sunt_mrr,2026-04-30T16:54:54.191000+00:00,False,,147.3,655000,views,3.5027,1.0,True,2000000,embed_reel,0.3275,1_NORMAL,35900,631,0.0548,1,waterfall-house,fantasy_dream,whole_home,other,lake_river,other × whole_home,aspirational,code,aspirational,False,Dream water villa Design: @sunt_mrr,other,modern_luxury,aspirational,ai_generated,stylized_dreamy
DAwA66gvmbH,https://www.instagram.com/reel/DAwA66gvmbH/,annaschottin,2024-10-05T17:06:17.498000+00:00,False,,719.3,2300000,views,3.4901,0.6667,False,691000,embed_reel,3.3285,3_VERY_GOOD,225288,253,0.098,3,dream-bedroom;dream-bedrooms;dream-room,fantasy_dream,bedroom,other,none,other × bedroom,aspirational,code,aspirational,False,Turned it into my dream room ✨,bedroom,other,aspirational,real_footage,real_existing
Dam_XH1MWvk,https://www.instagram.com/reel/Dam_XH1MWvk/,leoniehanne,2026-07-10T10:35:44.963000+00:00,False,,76.6,1900000,views,3.3688,0.75,True,5000000,embed_reel,0.38,1_NORMAL,178266,707,0.0938,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,contrarian,code,question,False,Quiet luxury - I don't know her!?,other,other,contrarian,real_footage,real_existing
Da5tWbWMwyP,https://www.instagram.com/reel/Da5tWbWMwyP/,sallyswelt,2026-07-17T17:03:56.293000+00:00,False,,69.3,980000,views,3.126,0.75,True,1000000,embed_reel,0.98,2_GOOD,16852,301,0.0172,1,japandi,style,other,japandi,none,japandi × other,promotional,code,descriptive,False,Anzeige | @fingerhaus 🏡 Endlich kann ich euch die Room Tour vom neuen FingerHaus Musterhaus zeigen!,whole_home,minimalist,promotional,real_footage,real_existing
CyyoSb8MreO,https://www.instagram.com/reel/CyyoSb8MreO/,thesecretgardenglamping,2023-10-24T18:09:15.217000+00:00,False,,1066.2,5000000,views,3.125,0.9167,True,337000,embed_reel,14.8368,4_VIRAL,191493,1264,0.0383,1,treehouse-hotel,hotel_resort,pool,cozy_rustic,forest,cozy_rustic × pool,aspirational,code,descriptive,False,Autumn's embrace from the treetops.,other,other,aspirational,,
DQ77Qe_gSdS,https://www.instagram.com/reel/DQ77Qe_gSdS/,lvclosetdesign,2025-11-12T00:30:00.024000+00:00,False,,317.0,2200000,views,3.1073,0.9167,True,62000,embed_reel,35.4839,5_EXTREME_OUTLIER,63246,1654,0.0287,1,dream-closet,luxury_room,closet,other,none,other × closet,descriptive,code,descriptive,False,This transformation is one of my toughest challenges to date!,closet,other,descriptive,real_footage,real_existing
C6_JZ_3CBEw,https://www.instagram.com/reel/C6_JZ_3CBEw/,sala.khaoyai,2024-05-15T11:00:41.031000+00:00,False,,862.5,5700000,views,3.0811,0.8333,True,43000,embed_reel,132.5581,5_EXTREME_OUTLIER,333924,706,0.0586,1,infinity-pools,pool,pool,other,none,other × pool,aspirational,code,descriptive,False,Swimming with the clouds.,pool,minimalist,aspirational,real_footage,real_existing
DNJNfzIIQir,https://www.instagram.com/reel/DNJNfzIIQir/,french_exterior,2025-08-09T18:13:55.689000+00:00,False,,411.2,828000,views,3.0667,0.8333,True,961000,embed_reel,0.8616,2_GOOD,67610,193,0.0817,1,indoor-pool,pool,pool,other,none,other × pool,aspirational,code,descriptive,False,And I will not settle for less 🌿🏊🏼‍♀️ By @french_exterior At @chateaudesannes,pool,classical,aspirational,real_footage,real_existing
Cq6Tf7Xu5AO,https://www.instagram.com/reel/Cq6Tf7Xu5AO/,hockinghillstreehousecabins,2023-04-11T21:30:21.960000+00:00,False,,1262.1,4900000,views,3.0625,0.8333,True,264000,embed_reel,18.5606,4_VIRAL,278429,2477,0.0568,1,treehouse-hotel,hotel_resort,whole_home,cozy_rustic,forest,cozy_rustic × whole_home,question,code,question,False,Would you come to Ohio to stay in our treehouses?,kitchen,cozy_rustic,question,real_footage,real_existing
C7kFiXgPyUM,https://www.instagram.com/reel/C7kFiXgPyUM/,quaintandsimple,2024-05-29T19:18:46.425000+00:00,False,,848.2,806000,views,2.9852,0.75,True,26000,embed_reel,31.0,5_EXTREME_OUTLIER,23919,46,0.0297,1,indoor-pool,pool,pool,other,none,other × pool,money,code,descriptive,False,The answer….,pool,cozy_rustic,money,real_footage,real_existing
DYPD2_JEzhy,https://www.instagram.com/reel/DYPD2_JEzhy/,rain.nest,2026-05-12T10:30:29.483000+00:00,False,,135.6,1000000,views,2.9718,0.75,True,36000,embed_reel,27.7778,5_EXTREME_OUTLIER,55226,581,0.0552,1,ai-cozy-cabin,ai,whole_home,cozy_rustic,none,cozy_rustic × whole_home,aspirational,code,descriptive,False,"🔥 Somewhere between the crackling fire, the warm wooden walls, and the soft glow of candlelight…",living_room,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DPPFg0Jk2Kj,https://www.instagram.com/reel/DPPFg0Jk2Kj/,vishnu_xo,2025-09-30T18:02:23.596000+00:00,False,,359.2,367000,views,2.9717,0.8333,True,406000,embed_reel,0.9039,2_GOOD,7219,64,0.0197,1,biophilic-bedroom-design,style,bedroom,biophilic,none,biophilic × bedroom,descriptive,code,aspirational,False,Natural stone and plants in perfect harmony in the bedroom ✨ #bedroom,bedroom,dark_luxury,descriptive,3d_render,stylized_dreamy
DVXP4QcDWke,https://www.instagram.com/reel/DVXP4QcDWke/,ashlan.sorenson,2026-03-02T01:15:15.857000+00:00,False,,206.9,2100000,views,2.9661,0.8333,True,601000,embed_reel,3.4942,3_VERY_GOOD,155233,1581,0.0739,1,dream-closet,luxury_room,closet,other,none,other × closet,aspirational,code,aspirational,False,FINALLY organized my dream closet!,closet,modern_luxury,aspirational,real_footage,real_existing
Cnx8jCrsSC5,https://www.instagram.com/reel/Cnx8jCrsSC5/,vincethebuilder,2023-01-24T02:01:42.448000+00:00,False,,1339.9,2100000,views,2.9453,0.8333,True,463000,embed_reel,4.5356,3_VERY_GOOD,68992,1075,0.0329,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,descriptive,code,descriptive,False,Kitchen Inspo 👨🏻‍🍳 #clean #kitchen #kitcheninspo #kitchendecor #kit,kitchen,classical,descriptive,real_footage,real_existing
DVOqMmzCRgK,https://www.instagram.com/reel/DVOqMmzCRgK/,_jeni__va,2026-02-26T17:12:04.159000+00:00,False,,210.3,10300000,views,2.9429,0.9167,True,,,,,,,,1,dream-room,fantasy_dream,bedroom,other,none,other × bedroom,none,code,descriptive,False,"My simple room without new bed and furniture, (wardrobe) 🩵🥺🌷",bedroom,other,none,real_footage,real_existing
DcOaEgmGivL,https://www.instagram.com/reel/DcOaEgmGivL/,buildenza_,2026-08-19T14:30:54.757000+00:00,False,,36.4,118000,views,2.9353,1.0,True,145000,embed_reel,0.8138,2_GOOD,3115,28,0.0264,1,desert-house,unusual_home,whole_home,other,desert,other × whole_home,descriptive,code,descriptive,False,Building a desert dome house from sandbags.,whole_home,other,descriptive,ai_generated,aspirational_realistic
Csh-iRppSDG,https://www.instagram.com/reel/Csh-iRppSDG/,vacations,2023-05-22T03:48:12.076000+00:00,False,,1221.8,706000,views,2.7638,0.75,True,7000000,embed_reel,0.1009,1_NORMAL,22011,131,0.0312,1,underwater-hotel,hotel_resort,other,tropical,underwater,tropical × other,location,code,location,False,Waking up in an underwater suite at Atlantis The Palm Dubai 🐠🦈 TAG someone you would,bedroom,modern_luxury,location,real_footage,real_existing
DUDmR6kDKby,https://www.instagram.com/reel/DUDmR6kDKby/,eliyahu_zeituni,2026-01-28T13:34:48.097000+00:00,False,,239.4,5000000,views,2.7027,0.75,True,705000,embed_reel,7.0922,4_VIRAL,42889,83,0.0086,1,infinity-pools,pool,pool,other,none,other × pool,curiosity,code,descriptive,False,It's all about the details you don't see.,pool,minimalist,curiosity,3d_render,aspirational_realistic
DTs_-VRkZb0,https://www.instagram.com/reel/DTs_-VRkZb0/,tinylivingdesignsi,2026-01-19T18:56:47.228000+00:00,False,,248.2,726000,views,2.6889,0.6667,False,298000,embed_reel,2.4362,3_VERY_GOOD,34735,136,0.0478,1,indoor-pool,pool,pool,modern_luxury,ocean_beach,modern_luxury × pool,descriptive,code,descriptive,False,From Empty Pavilion to a Breathtaking Indoor Beach !,pool,tropical,descriptive,ai_generated,stylized_dreamy
DOlpM39kbd5,https://www.instagram.com/reel/DOlpM39kbd5/,harmosai,2025-09-14T15:46:08.468000+00:00,False,,375.3,752000,views,2.6809,0.9167,True,57000,embed_reel,13.193,4_VIRAL,47234,193,0.0628,3,futuristic-home;futuristic-house;futuristic-houses,future_arch,whole_home,futuristic,desert,futuristic × whole_home,curiosity,code,descriptive,False,"When the desert sky turns dark, the real show begins.",whole_home,dark_luxury,curiosity,ai_generated,aspirational_realistic
Dcnh66ERGzY,https://www.instagram.com/reel/Dcnh66ERGzY/,craftlab2050,2026-08-29T08:40:31.201000+00:00,False,,26.6,7100000,views,2.6792,0.9167,True,50000,embed_reel,142.0,5_EXTREME_OUTLIER,182559,1704,0.0257,1,treehouse,unusual_home,whole_home,tropical,forest,tropical × whole_home,descriptive,code,descriptive,False,Building an Epic Treehouse Cabin in the Jungle 🌲✨ #treehouse #woodworking #offgrid #diyprojects #architecture,other,cozy_rustic,descriptive,ai_generated,stylized_dreamy
CEnj8C4ARPX,https://www.instagram.com/reel/CEnj8C4ARPX/,vacations,2020-09-02T02:55:28.073000+00:00,False,,2213.9,684000,views,2.6776,0.6667,False,7000000,embed_reel,0.0977,1_NORMAL,28682,355,0.0419,1,underwater-hotel,hotel_resort,other,other,underwater,other × other,aspirational,code,location,False,Dinner under the sea in Maldives 🐠✨ Video by: @sennarelax TAG someone you'd dine here,dining,modern_luxury,aspirational,real_footage,real_existing
DT0BHW6Ct9o,https://www.instagram.com/reel/DT0BHW6Ct9o/,georgios_tataridis,2026-01-22T12:21:26.477000+00:00,False,,245.5,761000,views,2.6287,0.75,True,321000,embed_reel,2.3707,3_VERY_GOOD,,427,,1,futuristic-interior,future_arch,other,futuristic,city_skyline,futuristic × other,question,code,location,False,Project in Dubai.,living_room,modern_luxury,question,3d_render,aspirational_realistic
DXhPisCE_Du,https://www.instagram.com/reel/DXhPisCE_Du/,nextawas,2026-04-24T15:27:30.781000+00:00,False,,153.4,2400000,views,2.6244,0.9167,True,251000,embed_reel,9.5618,4_VIRAL,26333,101,0.011,1,living-room-design,room_generic,living_room,modern_luxury,none,modern_luxury × living_room,aspirational,code,aspirational,False,Upgrade your living space with this modern partition idea that adds style and smart space separation to your home.,living_room,biophilic,aspirational,3d_render,aspirational_realistic
Db8jLrwIqs1,https://www.instagram.com/reel/Db8jLrwIqs1/,srmdesignhub,2026-08-12T16:04:12.345000+00:00,False,,43.3,738000,views,2.5895,0.75,True,5000,embed_reel,147.6,5_EXTREME_OUTLIER,3915,23,0.0053,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,🏠 25' × 40' North-Facing 2BHK House Plan A compact and practical home design with proper room,other,other,descriptive,unclear,aspirational_realistic
Cf8NZx_jI69,https://www.instagram.com/reel/Cf8NZx_jI69/,beautifuldestinations,2022-07-13T05:30:14.616000+00:00,False,,1534.8,2300000,views,2.5886,0.6667,False,24000000,embed_reel,0.0958,1_NORMAL,99520,360,0.0433,1,overwater-villa,hotel_resort,bathroom,modern_luxury,ocean_beach,modern_luxury × bathroom,aspirational,code,aspirational,False,Dreaming of @louiscannell's bathtub with a view.,bathroom,modern_luxury,aspirational,real_footage,real_existing
DUi6zDJga0_,https://www.instagram.com/reel/DUi6zDJga0_/,luxurydreamhub,2026-02-09T17:30:32.684000+00:00,False,,227.3,1000000,views,2.584,0.75,True,1000000,embed_reel,1.0,2_GOOD,33762,61,0.0338,1,ultra-modern-luxury-house-design,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,descriptive,False,Finding tranquility in the curves of modern design.,whole_home,brutalist,aspirational,ai_generated,aspirational_realistic
CxEL9lYv1Dw,https://www.instagram.com/reel/CxEL9lYv1Dw/,nataliedoef,2023-09-11T20:45:16.810000+00:00,False,,1109.1,1100000,views,2.5641,0.6667,False,372000,embed_reel,2.957,3_VERY_GOOD,137113,161,0.1246,1,cozy-bedroom-ideas,cozy_ambience,bedroom,cozy_rustic,none,cozy_rustic × bedroom,question,code,descriptive,False,Happy Monday!!,bedroom,biophilic,question,real_footage,real_existing
DUannSokdQD,https://www.instagram.com/reel/DUannSokdQD/,montani3d,2026-02-06T12:08:59.434000+00:00,False,,230.5,946000,views,2.5193,0.75,True,603000,embed_reel,1.5688,2_GOOD,36829,10387,0.0389,1,ai-architecture,ai,whole_home,other,none,other × whole_home,promotional,code,descriptive,False,Comente WORKSHOP 👇 E aprenda a transformar seus projetos ou fotos em vídeos incríveis como esse usand,whole_home,modern_luxury,promotional,ai_generated,stylized_dreamy
DcGhZZCxf77,https://www.instagram.com/reel/DcGhZZCxf77/,the.tnk.loft,2026-08-16T13:01:00.382000+00:00,False,,39.5,306000,views,2.4777,0.75,True,237000,embed_reel,1.2911,2_GOOD,36480,212,0.1192,1,biophilic-bedroom-design,style,bedroom,tropical,jungle,tropical × bedroom,contrarian,code,descriptive,False,"Give us 500 plants, filtered sunlight, jungle humidity and a home that feels a",living_room,biophilic,contrarian,real_footage,real_existing
C-GK8yJyZjT,https://www.instagram.com/reel/C-GK8yJyZjT/,thetrillionairelife,2024-07-31T18:03:02.252000+00:00,False,,785.2,1400000,views,2.4348,0.75,True,13000000,embed_reel,0.1077,1_NORMAL,137589,485,0.0983,1,futuristic-houses,future_arch,bedroom,futuristic,none,futuristic × bedroom,descriptive,code,descriptive,False,Car shaped villas 🌴 #TheTrillionaireLife Video by: @sunt_mrr #luxuryhomes #mansion #bedroomdesign #interior #mariadudkin,whole_home,futuristic,descriptive,ai_generated,fantasy_impossible
DctfC47uMsN,https://www.instagram.com/reel/DctfC47uMsN/,ms.josefine,2026-08-31T16:10:50.320000+00:00,False,,24.3,683000,views,2.3965,0.6667,False,13000,embed_reel,52.5385,5_EXTREME_OUTLIER,58872,111,0.0862,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,Sadly it took a little bit longer 🤏🏻📐🪚✍🏻 #architecturedesign #architecture #modelling #architect #degree,kitchen,minimalist,descriptive,real_footage,real_existing
DcWTQ_jiSCi,https://www.instagram.com/reel/DcWTQ_jiSCi/,husnain_g13_properties,2026-08-22T16:05:22.464000+00:00,False,,33.3,1700000,views,2.3843,0.75,True,4000,embed_reel,425.0,5_EXTREME_OUTLIER,99733,135,0.0587,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,descriptive,code,descriptive,False,🖤 Black Theme Luxury Kitchen Design 🍽️ A stunning black-themed desi,kitchen,modern_luxury,descriptive,real_footage,real_existing
DTfMBpyCJgJ,https://www.instagram.com/reel/DTfMBpyCJgJ/,aka_projectuz,2026-01-14T10:12:43.837000+00:00,False,,253.6,1300000,views,2.3744,0.75,True,15000,embed_reel,86.6667,5_EXTREME_OUTLIER,83460,351,0.0642,1,ai-generated-house,ai,whole_home,other,none,other × whole_home,descriptive,code,descriptive,True,Project: cottage 17×10m #design #ai #exterior #animation #cottage,whole_home,classical,descriptive,ai_generated,aspirational_realistic
DHiw6GyR6hD,https://www.instagram.com/reel/DHiw6GyR6hD/,digitaldesign.lab,2025-03-23T13:16:00.189000+00:00,False,,550.4,95200,views,2.3682,0.9167,True,164000,embed_reel,0.5805,2_GOOD,3623,47,0.0381,1,desert-house,unusual_home,whole_home,other,desert,other × whole_home,descriptive,code,descriptive,False,Desert villa inspired by Najd traditional architecture By: @digitaldesign.lab #الدرعية #aldiriyah,living_room,other,descriptive,ai_generated,stylized_dreamy
DOyEtwSCgd1,https://www.instagram.com/reel/DOyEtwSCgd1/,architectcha,2025-09-19T11:37:26.781000+00:00,False,,370.5,969000,views,2.3434,0.75,True,148000,embed_reel,6.5473,4_VIRAL,17756,195,0.0183,1,midjourney-architecture,ai,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,Machinic Tower Variation 9 A simulated construction of robotics and AI-integrated architecture.,whole_home,industrial,descriptive,ai_generated,fantasy_impossible
DLFxY2WI7_S,https://www.instagram.com/reel/DLFxY2WI7_S/,eliemoussa_creative_design,2025-06-19T17:07:48.101000+00:00,False,,462.3,914000,views,2.3198,0.9167,True,,,,,,,,1,luxury-living-room-design,luxury_room,living_room,futuristic,none,futuristic × living_room,aspirational,heuristic,aspirational,False,"The future belongs to those who believe in the beauty of their dreams, and the beauty starts here , give a glance on thi",,,,,
DSkKH8MDKMq,https://www.instagram.com/reel/DSkKH8MDKMq/,selahridgeresort,2025-12-22T12:00:55.281000+00:00,False,,276.5,3700000,views,2.3125,0.75,True,119000,embed_reel,31.0924,5_EXTREME_OUTLIER,157716,3995,0.0426,1,treehouse-hotel,hotel_resort,whole_home,other,forest,other × whole_home,aspirational,code,descriptive,False,"A treehouse built for complete reset and relaxation 🌿 ㅤ Comment ""TREEHOUSE"" to book your stay today!",other,cozy_rustic,aspirational,real_footage,real_existing
DW0xoVpj7No,https://www.instagram.com/reel/DW0xoVpj7No/,simplevision_andro,2026-04-07T08:59:33.420000+00:00,False,,170.6,6800000,views,2.3051,0.8333,True,643000,embed_reel,10.5754,4_VIRAL,25577,122,0.0038,1,modern-architecture,architecture,whole_home,modern_luxury,none,modern_luxury × whole_home,descriptive,code,descriptive,False,Hidden Staircase Concept Hidden staircase is very convenient — but it's more than just a fun,other,minimalist,descriptive,3d_render,aspirational_realistic
DdDJWU_zC1F,https://www.instagram.com/reel/DdDJWU_zC1F/,homemaking55,2026-09-09T02:04:32.728000+00:00,False,,15.9,6100000,views,2.3019,0.8333,True,230000,embed_reel,26.5217,5_EXTREME_OUTLIER,64810,464,0.0106,1,treehouse,unusual_home,whole_home,other,forest,other × whole_home,descriptive,code,descriptive,False,Treehouses village strong winds blowing #treehouse #treetophouse,whole_home,other,descriptive,ai_generated,fantasy_impossible
CqAsd0aAzsn,https://www.instagram.com/reel/CqAsd0aAzsn/,erikvanconover,2023-03-20T12:32:34.829000+00:00,False,,1284.5,3400000,views,2.2667,0.75,True,876000,embed_reel,3.8813,3_VERY_GOOD,187398,1353,0.0551,1,luxury-penthouse,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,money,code,money,False,"Inside Kendall Roy's $50,000,000 Hudson Yards Penthouse @succession @hbomax Tag a bunch of friends you'd move in w",other,modern_luxury,money,real_footage,real_existing
DVK9k-mEa_S,https://www.instagram.com/reel/DVK9k-mEa_S/,pentarkdesign,2026-02-25T06:44:27.557000+00:00,False,,211.7,2100000,views,2.2412,0.9167,True,15000,embed_reel,140.0,5_EXTREME_OUTLIER,52931,40,0.0252,1,bedroom-design,room_generic,bedroom,modern_luxury,none,modern_luxury × bedroom,aspirational,code,descriptive,False,Your bedroom shouldn't feel ordinary.,bedroom,modern_luxury,aspirational,3d_render,aspirational_realistic
